node1	node2	cor_value
Lachnoclostridium sp. YL32	Thermothelomyces thermophilus	-0.327680203
Lacrimispora saccharolytica	Cercospora beticola	-0.319141654
Lacrimispora saccharolytica	Aspergillus fumigatus	-0.358775045
Lacrimispora saccharolytica	Yarrowia lipolytica	-0.304033103
Lacrimispora saccharolytica	Fusarium poae	-0.323240402
Lacrimispora saccharolytica	Thermothelomyces thermophilus	-0.310013919
Longicatena caecimuris	Thermothelomyces thermophilus	-0.304845912
Methanobrevibacter_A smithii_A	Aspergillus fumigatus	-0.34368927
Methanobrevibacter_A smithii_A	Aspergillus oryzae	-0.310067209
Methanobrevibacter_A smithii_A	Yarrowia lipolytica	-0.386151093
Methanobrevibacter_A smithii_A	Fusarium poae	-0.311745768
Nocardioides sp. S5	Aspergillus oryzae	0.345062046
Nocardioides sp. S5	Thermothelomyces thermophilus	0.315175245
Nocardioides sp. TF02-7	Aspergillus fumigatus	0.334924771
Nocardioides sp. TF02-7	Aspergillus oryzae	0.386186066
Nocardioides sp. TF02-7	Candida dubliniensis	0.325688083
Nocardioides sp. TF02-7	Yarrowia lipolytica	0.355359961
Nocardioides sp. TF02-7	Fusarium poae	0.312477003
Nocardioides sp. TF02-7	Thermothelomyces thermophilus	0.370197651
Oscillibacter sp. NSJ-62	Cercospora beticola	-0.308610598
Oscillibacter sp. NSJ-62	Aspergillus fumigatus	-0.330241216
Oscillibacter sp. NSJ-62	Aspergillus oryzae	-0.336866916
Oscillibacter sp. NSJ-62	Candida dubliniensis	-0.322235582
Oscillibacter sp. NSJ-62	Yarrowia lipolytica	-0.431043889
Oscillibacter sp. NSJ-62	[Candida] glabrata	-0.304872434
Oscillibacter sp. NSJ-62	Fusarium poae	-0.337116626
Oscillibacter sp. NSJ-62	Thermothelomyces thermophilus	-0.34018426
Pseudomonas thivervalensis	Aspergillus oryzae	0.30685026
Pseudomonas thivervalensis	Thermothelomyces thermophilus	0.333579827
Pusillibacter faecalis	Yarrowia lipolytica	-0.31755357
Ralstonia sp. 56D2	Aspergillus fumigatus	0.325230412
Ralstonia sp. 56D2	Thermothelomyces thermophilus	0.321685299
Roseburia sp. NSJ-69	Cercospora beticola	-0.309341921
Roseburia sp. NSJ-69	Aspergillus luchuensis	-0.301955947
Roseburia sp. NSJ-69	Aspergillus oryzae	-0.357124012
Roseburia sp. NSJ-69	Yarrowia lipolytica	-0.39676284
Roseburia sp. NSJ-69	Fusarium poae	-0.357275987
Roseburia sp. NSJ-69	Thermothelomyces thermophilus	-0.320877245
Ruthenibacterium lactatiformans	Thermothelomyces thermophilus	-0.311831962
Staphylococcus epidermidis	Cercospora beticola	0.303414952
Thermothelomyces thermophilus	Human gammaherpesvirus 4	0.304164954
Thermothelomyces thermophilus	Human betaherpesvirus 7	0.330904313
Thermothelomyces thermophilus	Human immunodeficiency virus 1	0.320187153
Xanthomonas campestris	Aspergillus fumigatus	0.310235553
Zymoseptoria tritici	Aspergillus oryzae	0.356777146
