node1	node2	cor_value
Collinsella aerofaciens	Ruminococcus bicirculans	0.368891809
Collinsella aerofaciens	Ruthenibacterium lactatiformans	0.410473151
Collinsella aerofaciens	Vescimonas coprocola	0.43186394
Collinsella aerofaciens	Clostridioides difficile	0.380177899
Collinsella aerofaciens	Flintibacter sp. KGMB00164	0.378066698
Collinsella aerofaciens	Intestinimonas butyriciproducens	0.348801979
Collinsella aerofaciens	[Clostridium] innocuum	0.336422032
Collinsella aerofaciens	Longicatena caecimuris	0.32774001
Collinsella aerofaciens	Halarcobacter bivalviorum	-0.330494611
Collinsella aerofaciens	Acinetobacter piscicola	-0.343853341
Collinsella aerofaciens	Acinetobacter sp. CS-2	-0.301289007
Collinsella aerofaciens	Akkermansia muciniphila	0.320946074
Collinsella aerofaciens	Human betaherpesvirus 7	-0.305579403
Eggerthella lenta	Gordonibacter pamelaeae	0.358098589
Eggerthella lenta	Bacteroides cellulosilyticus	0.416418081
Eggerthella lenta	Bacteroides faecis	0.329233094
Eggerthella lenta	Bacteroides fragilis	0.446169275
Eggerthella lenta	Bacteroides nordii	0.337121933
Eggerthella lenta	Bacteroides ovatus	0.425335624
Eggerthella lenta	Bacteroides salyersiae	0.42330801
Eggerthella lenta	Bacteroides sp. A1C1	0.303021061
Eggerthella lenta	Bacteroides xylanisolvens	0.521505976
Eggerthella lenta	Phocaeicola vulgatus	0.433065453
Eggerthella lenta	Butyricimonas virosa	0.329683847
Eggerthella lenta	Odoribacter splanchnicus	0.403896958
Eggerthella lenta	Alistipes communis	0.368625287
Eggerthella lenta	Alistipes finegoldii	0.44870289
Eggerthella lenta	Alistipes onderdonkii	0.465840383
Eggerthella lenta	Alistipes shahii	0.4890291
Eggerthella lenta	Parabacteroides goldsteinii	0.336710588
Eggerthella lenta	Algibacter sp. L1A34	-0.311895352
Eggerthella lenta	Clostridium sp. M62/1	0.471366206
Eggerthella lenta	Eubacterium sp. NSJ-61	0.44593366
Eggerthella lenta	Anaerostipes caccae	0.394938742
Eggerthella lenta	Blautia hansenii	0.363552366
Eggerthella lenta	Blautia massiliensis	0.554051449
Eggerthella lenta	Blautia producta	0.510675262
Eggerthella lenta	Coprococcus sp. ART55/1	0.344456662
Eggerthella lenta	Dorea longicatena	0.535333255
Eggerthella lenta	Enterocloster clostridioformis	0.500224357
Eggerthella lenta	[Clostridium] hylemonae	0.535310937
Eggerthella lenta	[Clostridium] scindens	0.629049349
Eggerthella lenta	Lachnoclostridium sp. YL32	0.501003177
Eggerthella lenta	Lacrimispora saccharolytica	0.333989404
Eggerthella lenta	Roseburia sp. NSJ-69	0.410279433
Eggerthella lenta	Sellimonas intestinalis	0.400287221
Eggerthella lenta	Anaerotruncus colihominis	0.385454471
Eggerthella lenta	Dysosmobacter sp. Marseille-Q4140	0.411504132
Eggerthella lenta	Dysosmobacter welbionis	0.4528681
Eggerthella lenta	Flavonifractor plautii	0.549318709
Eggerthella lenta	Oscillibacter sp. NSJ-62	0.419830233
Eggerthella lenta	Pusillibacter faecalis	0.390619785
Eggerthella lenta	Ruminococcus bicirculans	0.322898275
Eggerthella lenta	Ruthenibacterium lactatiformans	0.561878347
Eggerthella lenta	Vescimonas coprocola	0.526580406
Eggerthella lenta	Vescimonas fastidiosa	0.346682438
Eggerthella lenta	Clostridioides difficile	0.502035772
Eggerthella lenta	Flintibacter sp. KGMB00164	0.362597523
Eggerthella lenta	Intestinimonas butyriciproducens	0.365000545
Eggerthella lenta	[Clostridium] innocuum	0.500591623
Eggerthella lenta	Longicatena caecimuris	0.362332332
Eggerthella lenta	Phascolarctobacterium faecium	0.384895143
Eggerthella lenta	Parvimonas micra	0.343427097
Eggerthella lenta	Halarcobacter bivalviorum	-0.304866744
Eggerthella lenta	Acinetobacter indicus	-0.310281115
Eggerthella lenta	Acinetobacter junii	-0.319018247
Eggerthella lenta	Acinetobacter nosocomialis	-0.330302235
Eggerthella lenta	Acinetobacter piscicola	-0.303280922
Eggerthella lenta	Acinetobacter radioresistens	-0.358694922
Eggerthella lenta	Acinetobacter shaoyimingii	-0.312974091
Eggerthella lenta	Acinetobacter sp. ACNIH2	-0.322660435
Eggerthella lenta	Acinetobacter sp. SCLZS86	-0.312195386
Eggerthella lenta	Acinetobacter sp. TGL-Y2	-0.338750553
Eggerthella lenta	Acinetobacter sp. TTH0-4	-0.332498599
Eggerthella lenta	Acinetobacter towneri	-0.308408669
Eggerthella lenta	Akkermansia muciniphila	0.382363344
Eggerthella lenta	Yarrowia lipolytica	-0.319670279
Eggerthella lenta	Human betaherpesvirus 5	-0.344954689
Eggerthella lenta	Human betaherpesvirus 6B	-0.349481285
Eggerthella lenta	Human betaherpesvirus 7	-0.380480307
Gordonibacter pamelaeae	Odoribacter splanchnicus	0.314329467
Gordonibacter pamelaeae	Alistipes finegoldii	0.325014954
Gordonibacter pamelaeae	Alistipes shahii	0.344085758
Gordonibacter pamelaeae	Parabacteroides goldsteinii	0.31068599
Gordonibacter pamelaeae	Clostridium sp. M62/1	0.317447761
Gordonibacter pamelaeae	Eubacterium sp. NSJ-61	0.340382561
Gordonibacter pamelaeae	Blautia massiliensis	0.312396402
Gordonibacter pamelaeae	Enterocloster clostridioformis	0.307459944
Gordonibacter pamelaeae	[Clostridium] hylemonae	0.374850179
Gordonibacter pamelaeae	[Clostridium] scindens	0.326857946
Gordonibacter pamelaeae	Dysosmobacter sp. Marseille-Q4140	0.307902296
Gordonibacter pamelaeae	Dysosmobacter welbionis	0.336085603
Gordonibacter pamelaeae	Flavonifractor plautii	0.308553733
Gordonibacter pamelaeae	Oscillibacter sp. NSJ-62	0.300944377
Gordonibacter pamelaeae	Ruthenibacterium lactatiformans	0.387038378
Gordonibacter pamelaeae	Vescimonas coprocola	0.37150106
Gordonibacter pamelaeae	Vescimonas fastidiosa	0.309138502
Gordonibacter pamelaeae	Clostridioides difficile	0.358308329
Gordonibacter pamelaeae	Intestinimonas butyriciproducens	0.320423458
Bacteroides cellulosilyticus	Bacteroides faecis	0.359953948
Bacteroides cellulosilyticus	Bacteroides fragilis	0.41827386
Bacteroides cellulosilyticus	Bacteroides intestinalis	0.380111828
Bacteroides cellulosilyticus	Bacteroides nordii	0.392284602
Bacteroides cellulosilyticus	Bacteroides ovatus	0.458430835
Bacteroides cellulosilyticus	Bacteroides salyersiae	0.443929356
Bacteroides cellulosilyticus	Bacteroides sp. A1C1	0.380693335
Bacteroides cellulosilyticus	Bacteroides xylanisolvens	0.498863031
Bacteroides cellulosilyticus	Bacteroides zhangwenhongii	0.43926355
Bacteroides cellulosilyticus	Phocaeicola coprophilus	0.409514521
Bacteroides cellulosilyticus	Phocaeicola salanitronis	0.360175909
Bacteroides cellulosilyticus	Phocaeicola vulgatus	0.425901809
Bacteroides cellulosilyticus	Odoribacter splanchnicus	0.524603287
Bacteroides cellulosilyticus	Alistipes communis	0.408042341
Bacteroides cellulosilyticus	Alistipes finegoldii	0.344937732
Bacteroides cellulosilyticus	Alistipes onderdonkii	0.399436273
Bacteroides cellulosilyticus	Alistipes shahii	0.442075817
Bacteroides cellulosilyticus	Clostridium sp. M62/1	0.409466007
Bacteroides cellulosilyticus	Blautia massiliensis	0.479351765
Bacteroides cellulosilyticus	Blautia producta	0.39183276
Bacteroides cellulosilyticus	Coprococcus sp. ART55/1	0.315336255
Bacteroides cellulosilyticus	Dorea longicatena	0.480545616
Bacteroides cellulosilyticus	Enterocloster clostridioformis	0.42647451
Bacteroides cellulosilyticus	[Clostridium] hylemonae	0.382952748
Bacteroides cellulosilyticus	[Clostridium] scindens	0.394949131
Bacteroides cellulosilyticus	Lachnoclostridium sp. YL32	0.319845503
Bacteroides cellulosilyticus	Roseburia sp. NSJ-69	0.346012994
Bacteroides cellulosilyticus	Dysosmobacter welbionis	0.422838541
Bacteroides cellulosilyticus	Flavonifractor plautii	0.444903012
Bacteroides cellulosilyticus	Oscillibacter sp. NSJ-62	0.314639181
Bacteroides cellulosilyticus	Ruthenibacterium lactatiformans	0.416673602
Bacteroides cellulosilyticus	Vescimonas coprocola	0.441851225
Bacteroides cellulosilyticus	Vescimonas fastidiosa	0.33567729
Bacteroides cellulosilyticus	Intestinimonas butyriciproducens	0.315743919
Bacteroides cellulosilyticus	[Clostridium] innocuum	0.303728711
Bacteroides cellulosilyticus	Phascolarctobacterium faecium	0.314718953
Bacteroides cellulosilyticus	Paracoccus sp. MA	-0.313995928
Bacteroides cellulosilyticus	Acinetobacter baumannii	-0.307874843
Bacteroides cellulosilyticus	Akkermansia muciniphila	0.315955703
Bacteroides cellulosilyticus	Yarrowia lipolytica	-0.318734405
Bacteroides faecis	Bacteroides ovatus	0.424812588
Bacteroides faecis	Bacteroides salyersiae	0.467394835
Bacteroides faecis	Bacteroides sp. A1C1	0.307644535
Bacteroides faecis	Bacteroides sp. M10	0.317921321
Bacteroides faecis	Bacteroides xylanisolvens	0.369131929
Bacteroides faecis	Bacteroides zhangwenhongii	0.374094085
Bacteroides faecis	Odoribacter splanchnicus	0.35593863
Bacteroides faecis	Alistipes communis	0.310184905
Bacteroides faecis	Blautia massiliensis	0.367580817
Bacteroides faecis	Dorea longicatena	0.328298611
Bacteroides faecis	Flavonifractor plautii	0.308976717
Bacteroides faecis	Yarrowia lipolytica	-0.304584092
Bacteroides fragilis	Bacteroides intestinalis	0.332963913
Bacteroides fragilis	Bacteroides nordii	0.41722561
Bacteroides fragilis	Bacteroides ovatus	0.496551551
Bacteroides fragilis	Bacteroides salyersiae	0.40614475
Bacteroides fragilis	Bacteroides sp. HF-162	0.407376458
Bacteroides fragilis	Bacteroides xylanisolvens	0.4928121
Bacteroides fragilis	Bacteroides zhangwenhongii	0.313475481
Bacteroides fragilis	Phocaeicola vulgatus	0.562289712
Bacteroides fragilis	Odoribacter splanchnicus	0.461512906
Bacteroides fragilis	Alistipes communis	0.335413263
Bacteroides fragilis	Alistipes onderdonkii	0.450838932
Bacteroides fragilis	Alistipes shahii	0.353538432
Bacteroides fragilis	Parabacteroides goldsteinii	0.344304111
Bacteroides fragilis	Parabacteroides johnsonii	0.370367596
Bacteroides fragilis	Clostridium sp. M62/1	0.356325422
Bacteroides fragilis	Blautia massiliensis	0.397621533
Bacteroides fragilis	Blautia producta	0.407975168
Bacteroides fragilis	Dorea longicatena	0.469247459
Bacteroides fragilis	Enterocloster clostridioformis	0.381766553
Bacteroides fragilis	[Clostridium] hylemonae	0.422451572
Bacteroides fragilis	[Clostridium] scindens	0.476629949
Bacteroides fragilis	Lachnoclostridium sp. YL32	0.398032703
Bacteroides fragilis	Roseburia sp. NSJ-69	0.360529364
Bacteroides fragilis	Sellimonas intestinalis	0.34171423
Bacteroides fragilis	Dysosmobacter welbionis	0.386693032
Bacteroides fragilis	Flavonifractor plautii	0.440766669
Bacteroides fragilis	Ruthenibacterium lactatiformans	0.456994314
Bacteroides fragilis	Vescimonas coprocola	0.410519956
Bacteroides fragilis	Intestinimonas butyriciproducens	0.319129746
Bacteroides fragilis	Acinetobacter piscicola	-0.304688978
Bacteroides fragilis	Acinetobacter sp. TGL-Y2	-0.309477114
Bacteroides fragilis	Acinetobacter wuhouensis	-0.320664649
Bacteroides fragilis	Akkermansia muciniphila	0.479378656
Bacteroides fragilis	Human betaherpesvirus 7	-0.346445517
Bacteroides helcogenes	Odoribacter splanchnicus	0.301135886
Bacteroides intestinalis	Bacteroides nordii	0.32398564
Bacteroides intestinalis	Bacteroides ovatus	0.360689067
Bacteroides intestinalis	Bacteroides salyersiae	0.406509966
Bacteroides intestinalis	Bacteroides xylanisolvens	0.343223538
Bacteroides intestinalis	Bacteroides zhangwenhongii	0.327646594
Bacteroides intestinalis	Phocaeicola coprophilus	0.30120861
Bacteroides intestinalis	Odoribacter splanchnicus	0.398468865
Bacteroides intestinalis	Alistipes communis	0.376160472
Bacteroides intestinalis	Alistipes onderdonkii	0.363592991
Bacteroides intestinalis	Alistipes shahii	0.388397509
Bacteroides intestinalis	Enterocloster clostridioformis	0.3078586
Bacteroides intestinalis	Ruthenibacterium lactatiformans	0.308108708
Bacteroides intestinalis	Vescimonas coprocola	0.342556562
Bacteroides luhongzhouii	Bacteroides xylanisolvens	0.331075451
Bacteroides nordii	Bacteroides ovatus	0.374509345
Bacteroides nordii	Bacteroides salyersiae	0.385525146
Bacteroides nordii	Bacteroides xylanisolvens	0.403462033
Bacteroides nordii	Bacteroides zhangwenhongii	0.340988442
Bacteroides nordii	Phocaeicola vulgatus	0.386825959
Bacteroides nordii	Odoribacter splanchnicus	0.43284864
Bacteroides nordii	Alistipes communis	0.36203177
Bacteroides nordii	Alistipes onderdonkii	0.330706144
Bacteroides nordii	Alistipes shahii	0.3939555
Bacteroides nordii	Parabacteroides goldsteinii	0.36777458
Bacteroides nordii	Clostridium sp. M62/1	0.353110767
Bacteroides nordii	Blautia massiliensis	0.356420504
Bacteroides nordii	Dorea longicatena	0.39913346
Bacteroides nordii	Enterocloster clostridioformis	0.358081978
Bacteroides nordii	[Clostridium] hylemonae	0.301326572
Bacteroides nordii	[Clostridium] scindens	0.32895706
Bacteroides nordii	Lachnoclostridium sp. YL32	0.32015148
Bacteroides nordii	Dysosmobacter welbionis	0.360594525
Bacteroides nordii	Flavonifractor plautii	0.392482056
Bacteroides nordii	Ruthenibacterium lactatiformans	0.415555936
Bacteroides nordii	Vescimonas coprocola	0.387260472
Bacteroides nordii	Acinetobacter towneri	-0.306567782
Bacteroides nordii	Akkermansia muciniphila	0.430007521
Bacteroides ovatus	Bacteroides salyersiae	0.531081314
Bacteroides ovatus	Bacteroides sp. A1C1	0.352291184
Bacteroides ovatus	Bacteroides sp. CACC 737	0.303037044
Bacteroides ovatus	Bacteroides sp. CBA7301	0.415961825
Bacteroides ovatus	Bacteroides sp. HF-162	0.432823174
Bacteroides ovatus	Bacteroides sp. M10	0.454542115
Bacteroides ovatus	Bacteroides xylanisolvens	0.681912419
Bacteroides ovatus	Bacteroides zhangwenhongii	0.501374457
Bacteroides ovatus	Phocaeicola coprophilus	0.318902503
Bacteroides ovatus	Phocaeicola vulgatus	0.544153419
Bacteroides ovatus	Odoribacter splanchnicus	0.525730709
Bacteroides ovatus	Alistipes communis	0.404537662
Bacteroides ovatus	Alistipes finegoldii	0.344681549
Bacteroides ovatus	Alistipes onderdonkii	0.402783651
Bacteroides ovatus	Alistipes shahii	0.443712215
Bacteroides ovatus	Staphylococcus epidermidis	-0.32213202
Bacteroides ovatus	Clostridium sp. M62/1	0.400120554
Bacteroides ovatus	Eubacterium sp. NSJ-61	0.305241711
Bacteroides ovatus	Blautia hansenii	0.347885899
Bacteroides ovatus	Blautia massiliensis	0.558228016
Bacteroides ovatus	Blautia producta	0.457394567
Bacteroides ovatus	Dorea longicatena	0.494202026
Bacteroides ovatus	Enterocloster clostridioformis	0.41339321
Bacteroides ovatus	[Clostridium] hylemonae	0.37221046
Bacteroides ovatus	[Clostridium] scindens	0.487866045
Bacteroides ovatus	Lachnoclostridium sp. YL32	0.347673522
Bacteroides ovatus	Roseburia sp. NSJ-69	0.433761972
Bacteroides ovatus	Sellimonas intestinalis	0.367296587
Bacteroides ovatus	Dysosmobacter welbionis	0.383470505
Bacteroides ovatus	Flavonifractor plautii	0.42571648
Bacteroides ovatus	Ruthenibacterium lactatiformans	0.442485089
Bacteroides ovatus	Vescimonas coprocola	0.409357895
Bacteroides ovatus	Vescimonas fastidiosa	0.326970742
Bacteroides ovatus	Clostridioides difficile	0.360873428
Bacteroides ovatus	Intestinimonas butyriciproducens	0.334622455
Bacteroides ovatus	[Clostridium] innocuum	0.336259206
Bacteroides ovatus	Phascolarctobacterium faecium	0.344315847
Bacteroides ovatus	Paracoccus kondratievae	-0.35069629
Bacteroides ovatus	Paracoccus sp. MA	-0.351593993
Bacteroides ovatus	Diaphorobacter sp. MNS-0	-0.323232317
Bacteroides ovatus	Acinetobacter indicus	-0.301867989
Bacteroides ovatus	Acinetobacter seifertii	-0.312980313
Bacteroides ovatus	Acinetobacter sp. TTH0-4	-0.331024121
Bacteroides ovatus	Akkermansia muciniphila	0.336159102
Bacteroides ovatus	Human betaherpesvirus 6B	-0.301818704
Bacteroides salyersiae	Bacteroides sp. A1C1	0.431139139
Bacteroides salyersiae	Bacteroides sp. CACC 737	0.316135536
Bacteroides salyersiae	Bacteroides sp. CBA7301	0.387621557
Bacteroides salyersiae	Bacteroides sp. HF-162	0.359930129
Bacteroides salyersiae	Bacteroides sp. M10	0.385044423
Bacteroides salyersiae	Bacteroides xylanisolvens	0.461760084
Bacteroides salyersiae	Bacteroides zhangwenhongii	0.468728708
Bacteroides salyersiae	Phocaeicola coprophilus	0.359907045
Bacteroides salyersiae	Phocaeicola salanitronis	0.349584299
Bacteroides salyersiae	Phocaeicola vulgatus	0.449635532
Bacteroides salyersiae	Butyricimonas virosa	0.326824964
Bacteroides salyersiae	Odoribacter splanchnicus	0.488887377
Bacteroides salyersiae	Alistipes communis	0.490031648
Bacteroides salyersiae	Alistipes finegoldii	0.445191497
Bacteroides salyersiae	Alistipes onderdonkii	0.47003036
Bacteroides salyersiae	Alistipes shahii	0.510224171
Bacteroides salyersiae	Parabacteroides goldsteinii	0.330521361
Bacteroides salyersiae	Staphylococcus epidermidis	-0.329127985
Bacteroides salyersiae	Clostridium sp. M62/1	0.434133425
Bacteroides salyersiae	Eubacterium sp. NSJ-61	0.333346926
Bacteroides salyersiae	Blautia massiliensis	0.466192997
Bacteroides salyersiae	Blautia producta	0.393805058
Bacteroides salyersiae	Coprococcus sp. ART55/1	0.303935534
Bacteroides salyersiae	Dorea longicatena	0.410825158
Bacteroides salyersiae	Enterocloster clostridioformis	0.45570081
Bacteroides salyersiae	[Clostridium] hylemonae	0.400353982
Bacteroides salyersiae	[Clostridium] scindens	0.40337801
Bacteroides salyersiae	Lachnoclostridium sp. YL32	0.378820542
Bacteroides salyersiae	Roseburia sp. NSJ-69	0.345477763
Bacteroides salyersiae	Anaerotruncus colihominis	0.301772299
Bacteroides salyersiae	Dysosmobacter sp. Marseille-Q4140	0.309678147
Bacteroides salyersiae	Dysosmobacter welbionis	0.41491425
Bacteroides salyersiae	Flavonifractor plautii	0.518992232
Bacteroides salyersiae	Oscillibacter sp. NSJ-62	0.305206783
Bacteroides salyersiae	Pusillibacter faecalis	0.35544971
Bacteroides salyersiae	Ruthenibacterium lactatiformans	0.441415511
Bacteroides salyersiae	Vescimonas coprocola	0.428936827
Bacteroides salyersiae	Vescimonas fastidiosa	0.325906092
Bacteroides salyersiae	Clostridioides difficile	0.375048689
Bacteroides salyersiae	Flintibacter sp. KGMB00164	0.322429556
Bacteroides salyersiae	Intestinimonas butyriciproducens	0.349106352
Bacteroides salyersiae	[Clostridium] innocuum	0.341877293
Bacteroides salyersiae	Longicatena caecimuris	0.333098134
