node1	node2	cor_value
Methanobrevibacter smithii	Human betaherpesvirus 6B	0.32222662
Methanobrevibacter smithii	Human betaherpesvirus 7	0.391972285
Methanobrevibacter sp. AbM4	Actinoplanes sp. OR16	0.341921355
Methanobrevibacter sp. AbM4	Nocardioides sp. TF02-7	0.383774031
Methanobrevibacter sp. AbM4	Collinsella aerofaciens	-0.313631295
Methanobrevibacter sp. AbM4	Eggerthella lenta	-0.406901131
Methanobrevibacter sp. AbM4	Bacteroides fragilis	-0.371083232
Methanobrevibacter sp. AbM4	Prevotella intermedia	-0.343081717
Methanobrevibacter sp. AbM4	Clostridium sp. M62/1	-0.33468314
Methanobrevibacter sp. AbM4	Eubacterium sp. NSJ-61	-0.304516949
Methanobrevibacter sp. AbM4	Blautia producta	-0.336682116
Methanobrevibacter sp. AbM4	Dorea longicatena	-0.335224229
Methanobrevibacter sp. AbM4	Enterocloster clostridioformis	-0.369710251
Methanobrevibacter sp. AbM4	Lachnoanaerobaculum umeaense	-0.413201463
Methanobrevibacter sp. AbM4	[Clostridium] hylemonae	-0.342353928
Methanobrevibacter sp. AbM4	[Clostridium] scindens	-0.362253482
Methanobrevibacter sp. AbM4	Lachnoclostridium sp. YL32	-0.447614923
Methanobrevibacter sp. AbM4	Lacrimispora saccharolytica	-0.351744309
Methanobrevibacter sp. AbM4	Roseburia sp. NSJ-69	-0.318078982
Methanobrevibacter sp. AbM4	Sellimonas intestinalis	-0.306634214
Methanobrevibacter sp. AbM4	Flavonifractor plautii	-0.332734363
Methanobrevibacter sp. AbM4	Ruthenibacterium lactatiformans	-0.326155154
Methanobrevibacter sp. AbM4	Clostridioides difficile	-0.406524885
Methanobrevibacter sp. AbM4	Filifactor alocis	-0.306562753
Methanobrevibacter sp. AbM4	[Clostridium] innocuum	-0.329102351
Methanobrevibacter sp. AbM4	Longicatena caecimuris	-0.321236565
Methanobrevibacter sp. AbM4	Parvimonas micra	-0.328916615
Methanobrevibacter sp. AbM4	Fusobacterium nucleatum	-0.341025864
Methanobrevibacter sp. AbM4	Lautropia mirabilis	0.312449359
Methanobrevibacter sp. AbM4	Ralstonia sp. 56D2	0.362535947
Methanobrevibacter sp. AbM4	Comamonas aquatica	0.327894827
Methanobrevibacter sp. AbM4	Sutterella wadsworthensis	0.345205645
Methanobrevibacter sp. AbM4	Enterobacter cancerogenus	0.39934295
Methanobrevibacter sp. AbM4	Enterobacter roggenkampii	0.344936508
Methanobrevibacter sp. AbM4	Acinetobacter shaoyimingii	0.307790255
Methanobrevibacter sp. AbM4	Acinetobacter sp. C16S1	0.33256902
Methanobrevibacter sp. AbM4	Acinetobacter sp. SCLZS86	0.37109385
Methanobrevibacter sp. AbM4	Hydrogenophilus thermoluteolus	0.328339327
Methanobrevibacter sp. AbM4	Aspergillus oryzae	0.318792484
Methanobrevibacter sp. AbM4	Human betaherpesvirus 5	0.381393245
Methanobrevibacter sp. AbM4	Human gammaherpesvirus 4	0.41377003
Methanobrevibacter sp. AbM4	Human betaherpesvirus 7	0.356089992
Methanosphaera sp900322125	Bifidobacterium pseudocatenulatum	-0.334354266
Methanosphaera sp900322125	Porphyromonas endodontalis	0.338540994
Methanosphaera sp900322125	Porphyromonas gingivalis	0.425635375
Methanosphaera sp900322125	Prevotella dentalis	0.317268244
Methanosphaera sp900322125	Prevotella intermedia	0.567138962
Methanosphaera sp900322125	Prevotella nigrescens	0.483276305
Methanosphaera sp900322125	Alistipes communis	-0.441249381
Methanosphaera sp900322125	Alistipes dispar	-0.429461328
Methanosphaera sp900322125	Alistipes finegoldii	-0.321704712
Methanosphaera sp900322125	Gemella haemolysans	0.496090691
Methanosphaera sp900322125	Gemella morbillorum	0.616371264
Methanosphaera sp900322125	Granulicatella adiacens	0.340677824
Methanosphaera sp900322125	Granulicatella elegans	0.422317723
Methanosphaera sp900322125	Lactobacillus iners	0.342265164
Methanosphaera sp900322125	Streptococcus agalactiae	0.399892426
Methanosphaera sp900322125	Streptococcus anginosus	0.561089837
Methanosphaera sp900322125	Streptococcus constellatus	0.448167803
Methanosphaera sp900322125	Streptococcus dysgalactiae	0.635377647
Methanosphaera sp900322125	Streptococcus equi	0.658305279
Methanosphaera sp900322125	Streptococcus gallolyticus	0.397520186
Methanosphaera sp900322125	Streptococcus intermedius	0.398255073
Methanosphaera sp900322125	Streptococcus milleri	0.557766631
Methanosphaera sp900322125	Streptococcus mutans	0.605578021
Methanosphaera sp900322125	Streptococcus pasteurianus	0.544523946
Methanosphaera sp900322125	Streptococcus pyogenes	0.623570362
Methanosphaera sp900322125	Streptococcus sp. NSJ-72	0.445476394
Methanosphaera sp900322125	Streptococcus thermophilus	0.499753949
Methanosphaera sp900322125	Mogibacterium diversum	0.470689472
Methanosphaera sp900322125	Mogibacterium pumilum	0.637499895
Methanosphaera sp900322125	Lachnoanaerobaculum umeaense	0.471252735
Methanosphaera sp900322125	Anaerotruncus colihominis	-0.308285471
Methanosphaera sp900322125	Faecalibacterium duncaniae	-0.322626858
Methanosphaera sp900322125	Filifactor alocis	0.577787363
Methanosphaera sp900322125	Romboutsia hominis	0.437821526
Methanosphaera sp900322125	Phascolarctobacterium faecium	-0.419855656
Methanosphaera sp900322125	Dialister pneumosintes	0.474882886
Methanosphaera sp900322125	Anaerococcus vaginalis	0.318758542
Methanosphaera sp900322125	Parvimonas micra	0.71138858
Methanosphaera sp900322125	Peptoniphilus harei	0.494623918
Methanosphaera sp900322125	Fusobacterium canifelinum	0.572402394
Methanosphaera sp900322125	Fusobacterium hwasookii	0.561718386
Methanosphaera sp900322125	Fusobacterium necrophorum	0.546955663
Methanosphaera sp900322125	Fusobacterium nucleatum	0.612792232
Methanosphaera sp900322125	Fusobacterium periodonticum	0.501615454
Methanosphaera sp900322125	Fusobacterium pseudoperiodonticum	0.559197262
Methanosphaera sp900322125	Fusobacterium sp. oral taxon 203	0.554482186
Methanosphaera sp900322125	Leptotrichia sp. oral taxon 212	0.462074029
Methanosphaera sp900322125	Leptotrichia trevisanii	0.338390301
Methanosphaera sp900322125	Leptotrichia wadei	0.394547256
Methanosphaera sp900322125	Methylorubrum populi	-0.3283075
Methanosphaera sp900322125	Paracoccus sp. MA	-0.331601778
Methanosphaera sp900322125	Sphingomonas melonis	-0.408367285
Methanosphaera sp900322125	Sphingomonas sp. NIC1	-0.355590454
Methanosphaera sp900322125	Ralstonia sp. 56D2	-0.308928103
Methanosphaera sp900322125	Acidovorax sp. KKS102	-0.341159953
Methanosphaera sp900322125	Alicycliphilus denitrificans	-0.31662413
Methanosphaera sp900322125	Comamonas aquatica	-0.347684827
Methanosphaera sp900322125	Eikenella corrodens	0.495661652
Methanosphaera sp900322125	Campylobacter rectus	0.321400559
Methanosphaera sp900322125	Campylobacter showae	0.406675715
Methanosphaera sp900322125	Aeromonas veronii	-0.386593874
Methanosphaera sp900322125	Enterobacter roggenkampii	-0.329272548
Methanosphaera sp900322125	Acinetobacter defluvii	-0.377721271
Methanosphaera sp900322125	Acinetobacter larvae	-0.323857516
Methanosphaera sp900322125	Acinetobacter piscicola	-0.302096375
Methanosphaera sp900322125	Acinetobacter seifertii	-0.321122047
Methanosphaera sp900322125	Acinetobacter sp. C16S1	-0.331637358
Methanosphaera sp900322125	Acinetobacter sp. Marseille-Q1620	-0.337549128
Methanosphaera sp900322125	Pseudoxanthomonas suwonensis	-0.354514344
Methanosphaera sp900322125	Xanthomonas campestris	-0.364663328
Methanosphaera sp900322125	Treponema denticola	0.410380093
Methanosphaera sp900322125	Faecalibacterium virus Brigit	-0.349022036
Methanosphaera sp900322125	Faecalibacterium virus Lugh	-0.379591624
Actinomyces sp. oral taxon 169	Actinomyces sp. oral taxon 414	0.403991663
Actinomyces sp. oral taxon 169	Rothia mucilaginosa	0.364294491
Actinomyces sp. oral taxon 169	Nocardioides sp. TF02-7	0.309591837
Actinomyces sp. oral taxon 169	Bacteroides fragilis	-0.312260925
Actinomyces sp. oral taxon 169	Bacteroides nordii	-0.300933942
Actinomyces sp. oral taxon 169	Bacteroides sp. PHL 2737	-0.351869189
Actinomyces sp. oral taxon 169	Bacteroides sp. ZJ-18	-0.301943217
Actinomyces sp. oral taxon 169	Porphyromonas gingivalis	-0.401816826
Actinomyces sp. oral taxon 169	Prevotella dentalis	-0.332206144
Actinomyces sp. oral taxon 169	Prevotella intermedia	-0.46453144
Actinomyces sp. oral taxon 169	Granulicatella elegans	-0.329885205
Actinomyces sp. oral taxon 169	Streptococcus agalactiae	-0.321579837
Actinomyces sp. oral taxon 169	Streptococcus gallolyticus	-0.322569968
Actinomyces sp. oral taxon 169	Streptococcus mutans	-0.325645066
Actinomyces sp. oral taxon 169	Mogibacterium pumilum	-0.31414601
Actinomyces sp. oral taxon 169	Lachnoanaerobaculum umeaense	-0.434806303
Actinomyces sp. oral taxon 169	Faecalibacterium duncaniae	0.347356087
Actinomyces sp. oral taxon 169	Filifactor alocis	-0.314176918
Actinomyces sp. oral taxon 169	Peptoniphilus harei	-0.312347384
Actinomyces sp. oral taxon 169	Fusobacterium necrophorum	-0.328065933
Actinomyces sp. oral taxon 169	Sphingomonas melonis	0.335099366
Actinomyces sp. oral taxon 169	Lautropia mirabilis	0.404175309
Actinomyces sp. oral taxon 169	Eikenella corrodens	-0.303997788
Actinomyces sp. oral taxon 169	Acinetobacter larvae	0.312727393
Actinomyces sp. oral taxon 169	Acinetobacter sp. 10FS3-1	0.321161991
Actinomyces sp. oral taxon 169	Acinetobacter sp. C16S1	0.308894104
Actinomyces sp. oral taxon 169	Acinetobacter towneri	0.345290951
Actinomyces sp. oral taxon 169	Acinetobacter venetianus	0.307628382
Actinomyces sp. oral taxon 169	Human betaherpesvirus 5	0.365703142
Actinomyces sp. oral taxon 169	Human betaherpesvirus 7	0.35541182
Actinomyces sp. oral taxon 169	Faecalibacterium virus Lugh	0.315177674
Actinomyces sp. oral taxon 414	Bifidobacterium catenulatum	0.322702633
Actinomyces sp. oral taxon 414	Rothia mucilaginosa	0.306234031
Actinomyces sp. oral taxon 414	Actinoplanes sp. OR16	0.328916398
Actinomyces sp. oral taxon 414	Nocardioides sp. TF02-7	0.369352022
Actinomyces sp. oral taxon 414	Eggerthella lenta	-0.332029607
Actinomyces sp. oral taxon 414	Bacteroides fragilis	-0.417465007
Actinomyces sp. oral taxon 414	Bacteroides sp. ZJ-18	-0.381430049
Actinomyces sp. oral taxon 414	Porphyromonas gingivalis	-0.373123275
Actinomyces sp. oral taxon 414	Prevotella intermedia	-0.434365305
Actinomyces sp. oral taxon 414	Prevotella nigrescens	-0.342167616
Actinomyces sp. oral taxon 414	Limosilactobacillus mucosae	0.312687552
Actinomyces sp. oral taxon 414	Streptococcus agalactiae	-0.31851635
Actinomyces sp. oral taxon 414	Streptococcus equi	-0.316353752
Actinomyces sp. oral taxon 414	Streptococcus mutans	-0.359101844
Actinomyces sp. oral taxon 414	Mogibacterium pumilum	-0.308447942
Actinomyces sp. oral taxon 414	Enterocloster clostridioformis	-0.337628888
Actinomyces sp. oral taxon 414	Lachnoanaerobaculum umeaense	-0.377235804
Actinomyces sp. oral taxon 414	Lachnoclostridium sp. YL32	-0.334588119
Actinomyces sp. oral taxon 414	Faecalibacterium duncaniae	0.3546881
Actinomyces sp. oral taxon 414	Fusobacterium necrophorum	-0.319829647
Actinomyces sp. oral taxon 414	Fusobacterium nucleatum	-0.357407411
Actinomyces sp. oral taxon 414	Fusobacterium varium	-0.307823554
Actinomyces sp. oral taxon 414	Sphingomonas melonis	0.374140523
Actinomyces sp. oral taxon 414	Lautropia mirabilis	0.389749606
Actinomyces sp. oral taxon 414	Ralstonia sp. 56D2	0.329899654
Actinomyces sp. oral taxon 414	Comamonas aquatica	0.333869129
Actinomyces sp. oral taxon 414	Acinetobacter larvae	0.302597955
Actinomyces sp. oral taxon 414	Acinetobacter sp. 10FS3-1	0.306237313
Actinomyces sp. oral taxon 414	Acinetobacter sp. C16S1	0.34093817
Actinomyces sp. oral taxon 414	Acinetobacter sp. SCLZS86	0.325618913
Actinomyces sp. oral taxon 414	Acinetobacter wanghuae	0.306114301
Actinomyces sp. oral taxon 414	Human betaherpesvirus 5	0.361287289
Actinomyces sp. oral taxon 414	Human gammaherpesvirus 4	0.388994617
Actinomyces sp. oral taxon 414	Human betaherpesvirus 7	0.400003687
Actinomyces sp. oral taxon 414	Faecalibacterium virus Brigit	0.385191307
Actinomyces sp. oral taxon 414	Faecalibacterium virus Lugh	0.411947342
Schaalia cardiffensis	Bacteroides cellulosilyticus	-0.306755147
Schaalia cardiffensis	Bacteroides ovatus	-0.354404336
Schaalia cardiffensis	Bacteroides xylanisolvens	-0.361100732
Schaalia cardiffensis	Bacteroides zhangwenhongii	-0.388400426
Schaalia cardiffensis	Phocaeicola vulgatus	-0.338112654
Schaalia cardiffensis	Odoribacter splanchnicus	-0.301401087
Schaalia cardiffensis	Porphyromonas endodontalis	0.375458721
Schaalia cardiffensis	Alistipes communis	-0.318138233
Schaalia cardiffensis	Alistipes finegoldii	-0.320711154
Schaalia cardiffensis	Alistipes shahii	-0.354549467
Schaalia cardiffensis	Capnocytophaga sputigena	0.327903647
Schaalia cardiffensis	Blautia hansenii	-0.320404482
Schaalia cardiffensis	Blautia producta	-0.311864877
Schaalia cardiffensis	Dorea longicatena	-0.301834924
Schaalia cardiffensis	[Clostridium] hylemonae	-0.311849446
Schaalia cardiffensis	[Clostridium] scindens	-0.322474567
Schaalia cardiffensis	Dysosmobacter sp. Marseille-Q4140	-0.34481791
Schaalia cardiffensis	Flavonifractor plautii	-0.369126797
Schaalia cardiffensis	Longicatena caecimuris	-0.30808069
Schaalia cardiffensis	Phascolarctobacterium faecium	-0.32354836
Schaalia turicensis	Bacteroides cellulosilyticus	-0.380275702
Schaalia turicensis	Bacteroides faecis	-0.382648974
Schaalia turicensis	Bacteroides helcogenes	-0.310249881
Schaalia turicensis	Bacteroides nordii	-0.383351509
Schaalia turicensis	Bacteroides sp. CBA7301	-0.308745113
Schaalia turicensis	Bacteroides sp. HF-162	-0.377776737
Schaalia turicensis	Bacteroides zhangwenhongii	-0.358557323
Schaalia turicensis	Phocaeicola coprophilus	-0.318314517
Schaalia turicensis	Phocaeicola salanitronis	-0.332978601
Schaalia turicensis	Porphyromonas asaccharolytica	0.576305495
Schaalia turicensis	Porphyromonas somerae	0.446376452
Schaalia turicensis	Streptococcus pasteurianus	0.309819299
Schaalia turicensis	Anaerostipes caccae	-0.30119624
Schaalia turicensis	Dorea longicatena	-0.335685804
Schaalia turicensis	Lachnoclostridium sp. YL32	-0.321763709
Schaalia turicensis	Anaerotruncus colihominis	-0.310105423
Schaalia turicensis	Flavonifractor plautii	-0.306328778
Schaalia turicensis	Clostridioides difficile	-0.323684109
Schaalia turicensis	Intestinimonas butyriciproducens	-0.335196998
Schaalia turicensis	Longicatena caecimuris	-0.368128415
Bifidobacterium adolescentis	Bifidobacterium bifidum	0.428157722
Bifidobacterium adolescentis	Bifidobacterium breve	0.355317247
Bifidobacterium adolescentis	Bifidobacterium catenulatum	0.499493805
Bifidobacterium adolescentis	Bifidobacterium longum	0.575050245
Bifidobacterium adolescentis	Bifidobacterium pseudocatenulatum	0.454981794
Bifidobacterium adolescentis	Gemella morbillorum	-0.409715596
Bifidobacterium adolescentis	Granulicatella adiacens	-0.388796461
Bifidobacterium adolescentis	Limosilactobacillus mucosae	0.348208846
Bifidobacterium adolescentis	Streptococcus anginosus	-0.392004061
Bifidobacterium adolescentis	Streptococcus constellatus	-0.394374709
Bifidobacterium adolescentis	Streptococcus equi	-0.316471828
Bifidobacterium adolescentis	Streptococcus intermedius	-0.342705742
Bifidobacterium adolescentis	Streptococcus oralis	-0.373279959
Bifidobacterium adolescentis	Eubacterium limosum	0.479792416
Bifidobacterium adolescentis	Sutterella wadsworthensis	0.403923051
Bifidobacterium adolescentis	Faecalibacterium virus Lugh	0.320002481
Bifidobacterium bifidum	Prevotella intermedia	-0.377080804
Bifidobacterium bifidum	Gemella haemolysans	-0.325557954
Bifidobacterium bifidum	Gemella morbillorum	-0.472829287
Bifidobacterium bifidum	Granulicatella elegans	-0.337297027
Bifidobacterium bifidum	Limosilactobacillus pontis	0.363478354
Bifidobacterium bifidum	Streptococcus agalactiae	-0.379113513
Bifidobacterium bifidum	Streptococcus anginosus	-0.537435462
Bifidobacterium bifidum	Streptococcus constellatus	-0.380907168
Bifidobacterium bifidum	Streptococcus dysgalactiae	-0.422225194
Bifidobacterium bifidum	Streptococcus equi	-0.371980991
Bifidobacterium bifidum	Streptococcus mutans	-0.315280626
Bifidobacterium bifidum	Streptococcus pyogenes	-0.321446226
Bifidobacterium bifidum	Streptococcus thermophilus	-0.360091064
Bifidobacterium bifidum	Clostridium botulinum	-0.366148171
Bifidobacterium bifidum	Mogibacterium pumilum	-0.325972651
Bifidobacterium bifidum	Enterocloster clostridioformis	-0.313732313
Bifidobacterium bifidum	Lachnoanaerobaculum umeaense	-0.332429549
Bifidobacterium bifidum	Lacrimispora saccharolytica	-0.374693748
Bifidobacterium bifidum	Filifactor alocis	-0.373515136
Bifidobacterium bifidum	Romboutsia hominis	-0.34550766
Bifidobacterium bifidum	Dialister pneumosintes	-0.312285995
Bifidobacterium bifidum	Parvimonas micra	-0.417069057
Bifidobacterium bifidum	Fusobacterium necrophorum	-0.410089048
Bifidobacterium bifidum	Lautropia mirabilis	0.312167733
Bifidobacterium bifidum	Sutterella wadsworthensis	0.43302403
Bifidobacterium bifidum	Eikenella corrodens	-0.30447361
Bifidobacterium bifidum	Salmonella enterica	-0.318016311
Bifidobacterium bifidum	Acinetobacter nosocomialis	0.312998701
Bifidobacterium bifidum	Acinetobacter sp. C16S1	0.319192863
Bifidobacterium bifidum	Acinetobacter sp. CS-2	0.314358932
Bifidobacterium bifidum	Acinetobacter towneri	0.349042056
Bifidobacterium bifidum	Fusarium poae	0.329291505
Bifidobacterium bifidum	Human betaherpesvirus 5	0.350066206
Bifidobacterium bifidum	CrAss-like virus sp.	0.35448708
Bifidobacterium breve	Bifidobacterium catenulatum	0.363614762
Bifidobacterium breve	Bifidobacterium longum	0.388378508
Bifidobacterium breve	Bifidobacterium pseudocatenulatum	0.442489959
Bifidobacterium breve	Bacteroides sp. A1C1	0.325744162
Bifidobacterium breve	Streptococcus pyogenes	-0.324106108
