	gene	taxa	r.sqr	r.sqr.adj	pval	padj	ci.lower	ci.upper	sigma	sigma.flag	Bonferonni_global	BY_global	BH_global
66	BLOC1S2	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron"	0.772711462	0.765135178	0	0	550264.7467	550991.8041	3.015957336	0	0	0	0
67	BST1	"Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,[Clostridium] innocuum"	0.905160001	0.898619311	0	0	14156856.52	14159222.05	3.237912467	0	0	0	0
69	BTNL9	"Bacteria,Proteobacteria,Alphaproteobacteria"	0.998642692	0.998381671	0	0	11699.13023	11708.06727	0.119955536	0	0	0	0
70	C11orf54	"Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus oralis"	0.546221991	0.531096057	0	0	-88124.43536	-87197.65637	5.08638595	0	0	0	0
74	C1orf21	"Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,[Clostridium] innocuum"	0.835270435	0.756827786	0	0	7027075.69	7030336.508	4.463361531	0	0	0	0
75	C1orf43	"Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli"	0.281260233	0.143041047	0	0	107169.6264	107440.013	5.868667447	0	0	0	0
78	CA4	"Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae"	0.362854173	0.341615979	0	0	-4633.465285	-4503.292832	6.953004032	0	0	0	0
81	CACNB3	"Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium venenatum"	0.278797841	0.171953077	0	0	232129895.6	233196804.9	6.47002428	0	0	0	0
83	CAPNS1	"Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,[Clostridium] innocuum"	0.43061501	0.346261678	0	0	-11654.20741	-10970.66197	0.935627221	0	0	0	0
85	CBX8	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis"	0.53162336	0.481440148	0	0	9173288.699	9175803.245	7.09359671	0	0	0	0
86	CCDC175	"Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,Methanosphaera stadtmanae"	0.411570719	0.298411241	0	0	-4392016020	-4391293682	7.225569404	0	0	0	0
88	CCL15	"Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,[Clostridium] innocuum"	0.280661831	0.203589884	0	0	696638.7481	702323.4349	7.781117901	0	0	0	0
93	CD3D	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum"	0.235996099	0.210529302	0	0	-37418.56341	-36763.85046	7.198996292	0	0	0	0
101	CDK12	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris"	0.856286711	0.851496268	0	0	-34174.15513	-32819.98143	2.491982477	0	0	0	0
102	CDK12	"Bacteria,Proteobacteria,Alphaproteobacteria"	0.856286711	0.851496268	0	0	-14647.72991	-14461.80451	2.491982477	0	0	0	0
104	CDKN2AIPNL	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron"	0.547476964	0.498992353	0	0	2939322.815	2940952.685	6.760981325	0	0	0	0
109	CHD9	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium"	0.930462795	0.920160987	0	0	35135.47409	35187.83877	1.668479487	0	0	0	0
113	CINP	"Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter"	0.907308709	0.885062799	0	0	-73112741.67	-73079872.88	1.598179948	0	0	0	0
114	CIT	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron"	0.401045618	0.381080472	0	0	269239.9936	271026.7569	7.411797228	0	0	0	0
120	CMIP	"Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,Erysipelatoclostridium ramosum"	0.164747021	0.107143367	0	0	55535.09853	57717.64118	8.377994189	0	0	0	0
123	COA1	"Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,[Clostridium] innocuum"	0.513366334	0.441272457	0	0	4649414.146	4653973.189	6.240352786	0	0	0	0
124	COL28A1	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum"	0.279320196	0.255297536	0	0	24198.47321	24828.93793	6.943008292	0	0	0	0
129	COX18	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis"	0.567919506	0.484827103	0	0	62817.03224	63086.58555	7.798616385	0	0	0	0
137	CST3	"Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus oralis"	0.417722851	0.377565806	0	0	1533.522889	1648.979418	0.633653197	0	0	0	0
146	DAB2IP	"Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter"	0.953818605	0.937755511	0	0	13257.59072	13355.89336	0.984102181	0	0	0	0
148	DAGLB	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron"	0.407675598	0.387931451	0	0	26145.89569	27572.41035	5.917425019	0	0	0	0
150	DBN1	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron"	0.305758954	0.231375985	0	0	-3596.759573	-3371.81669	0.93310127	0	0	0	0
154	DDHD2	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum"	0.438192734	0.399447405	0	0	34053.14763	34589.17613	5.913753651	0	0	0	0
166	DOHH	"Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,Methanosphaera stadtmanae"	0.565168355	0.550673966	0	0	317588990.3	318108531.8	5.197890979	0	0	0	0
172	EEF1AKMT4	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris"	0.801577484	0.787893173	0	0	-19824740.31	-19822989.39	3.223141759	0	0	0	0
178	EIF4G1	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Lughvirus,Faecalibacterium virus Lugh"	0.385864876	0.294881894	0	0	21452641.62	21607834.62	7.091897309	0	0	0	0
180	ELP3	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron"	0.691834874	0.681562703	0	0	544840.1988	545580.3661	3.07033954	0	0	0	0
183	ERCC6L	"Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycodaceae,Saccharomycodes,Saccharomycodes ludwigii"	0.532040564	0.516441917	0	0	-8061095.23	-7731833.907	5.732880767	0	0	0	0
185	ETF1	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.396247848	0.280141665	0	0	-15267.24928	-14277.42053	6.469010127	0	0	0	0
186	ETNK1	"Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,Erysipelatoclostridium ramosum"	0.330356711	0.308035268	0	0	166548.6943	168842.7256	8.618120799	0	0	0	0
189	EXOC5	"Archaea,Euryarchaeota,Methanomicrobia"	0.361347262	0.238529428	0	0	-1033307947	-1033213460	0.832202227	0	0	0	0
194	FABP6	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron"	0.23758805	0.212174318	0	0	150170.5463	152199.8387	8.417849779	0	0	0	0
197	FAM162A	"Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus oralis"	0.688891986	0.678521719	0	0	-190505.9751	-189855.9087	3.567720555	0	0	0	0
206	FBXO30	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron"	0.285481919	0.261664649	0	0	28282.13318	30038.28284	7.284806939	0	0	0	0
208	FCN1	"Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,[Clostridium] innocuum"	0.746667701	0.672779114	0	0	11371679.59	11377748.08	8.306468671	0	0	0	0
210	FHL1	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum"	0.553040971	0.538142337	0	0	-1919.405663	-1763.839456	1.71628975	0	0	0	0
211	FLI1	"Viruses,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Lymphocryptovirus,Human gammaherpesvirus 4"	0.590571614	0.529915557	0	0	6082768.804	6184209.287	5.030117312	0	0	0	0
215	FOS	"Fungi,Ascomycota,Sordariomycetes,Sordariales"	0.210989346	0.059256528	0	0	-9368252.817	-9232633.932	8.310357002	0	0	0	0
216	FUNDC1	"Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli"	0.593194545	0.549608247	0	0	74993.70511	75124.7031	2.843273237	0	0	0	0
218	GABARAPL2	"Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae"	0.904165189	0.876213369	0	0	-80291.32498	-80257.36894	1.813720818	0	0	0	0
221	GEMIN2	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron"	0.542318453	0.355085092	0	0	-21335089.1	-21332696.76	9.923835461	0	0	0	0
222	GGCX	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium varium"	0.405225983	0.364207085	0	0	-239969.4746	-238474.6696	7.228878826	0	0	0	0
224	GLCCI1	"Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Zymoseptoria,Zymoseptoria tritici"	0.999024945	0.997674868	0	0	143401.4587	143425.9257	1	2	0	0	0
225	GLOD4	"Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,Methanosphaera stadtmanae"	0.202605802	0.117170709	0	0	419993584.1	420939858.5	9.459316666	0	0	0	0
226	GMNN	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron"	0.305802024	0.257926302	0	0	701866.0569	703569.297	7.065329118	0	0	0	0
227	GNA14	"Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli"	0.139466615	0.047266609	0	0	55522.63678	55812.30208	6.28705837	0	0	0	0
229	GNG2	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron"	0.284326588	0.260470807	0	0	49203.96282	50938.61791	7.195643816	0	0	0	0
230	GNPTG	"Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,Methanosphaera stadtmanae"	0.20994808	0.092903351	0	0	83960761.98	84840976.5	8.798956823	0	0	0	0
231	GOLGA3	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis"	0.34930676	0.279589628	0	0	-4229.538245	-3970.265703	0.731414222	0	0	0	0
235	GPS2	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis"	0.396727411	0.332091062	0	0	95169.83712	97757.7196	7.300480182	0	0	0	0
239	GUCY1A1	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron"	0.775834642	0.768362464	0	0	13698.67891	14392.60184	2.878510115	0	0	0	0
240	GUF1	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum"	0.657638029	0.646225964	0	0	9091.785383	9430.041163	3.719343163	0	0	0	0
247	HNRNPH2	"Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella aerofaciens"	0.923981134	0.912719079	0	0	-170985.8839	-170695.6109	1.157242106	0	0	0	0
250	HSBP1	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron"	0.443537168	0.424988407	0	0	109683.0116	111022.2525	5.55539841	0	0	0	0
254	HTRA1	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron"	0.487327008	0.432397759	0	0	-2368460.747	-2366903.81	6.458439672	0	0	0	0
255	ICAM1	"Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,Erysipelatoclostridium ramosum"	0.381571975	0.289953009	0	0	-23674.40429	-23410.87404	1.011597603	0	0	0	0
257	IFITM1	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron"	0.660709836	0.649400164	0	0	945710.377	946935.2866	5.08113316	0	0	0	0
258	IFT140	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium"	0.256556509	0.176901849	0	0	-231176.7094	-214625.8445	8.373241177	0	0	0	0
260	IFT43	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.592368603	0.494537068	0	0	1325575.816	1326332.657	4.930873826	0	0	0	0
268	IGLV7-46	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus"	0.522353148	0.383039483	0	0	-24081.95424	-23749.93878	6.891099319	0	0	0	0
269	IL32	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae"	0.140613212	0.048536057	0	0	-7442969.529	-7350176.907	8.112424206	0	0	0	0
270	INCENP	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis"	0.429655676	0.410644199	0	0	2821237.835	2823764.452	7.127647956	0	0	0	0
274	ITFG2	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum"	0.539608172	0.524261777	0	0	11494.28034	11915.74785	4.641421306	0	0	0	0
275	ITGAM	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum"	0.444841684	0.362596008	0	0	-39124.98466	-39031.54407	1.030886707	0	0	0	0
277	ITIH5	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum"	0.709459437	0.699774751	0	0	84371.32649	84737.29591	4.024072764	0	0	0	0
278	ITLN1	"Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus oralis"	0.95161762	0.931824829	0	0	986704.7374	986958.4031	1.392178253	0	0	0	0
281	JMJD7	"Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae"	0.56186804	0.547263642	0	0	-63968.51969	-62968.19511	4.384101822	0	0	0	0
282	JTB	"Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus oralis"	0.387581987	0.367168053	0	0	-16662.40795	-15714.81365	5.2006254	0	0	0	0
287	KIAA0391	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis"	0.915438365	0.890774555	0	0	144391.8598	145492.2808	3.104314709	0	0	0	0
290	KIF5C	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.516173325	0.444495299	0	0	-146795.8053	-146113.3689	4.438621792	0	0	0	0
292	LARP4B	"Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium venenatum"	0.998245681	0.997528006	0	0	78200993.61	78265635.81	0.392007627	0	0	0	0
295	LCHN	"Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,Erysipelatoclostridium ramosum"	0.172248047	0.115161705	0	0	-48885.20037	-46673.01426	8.453018874	0	0	0	0
297	LDLR	"Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium venenatum"	0.679856161	0.527406714	0	0	126898008.1	127880325.3	5.957034975	0	0	0	0
298	LGALS9C	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] gnavus"	0.521460293	0.381886212	0	0	-2539947.393	-2539486.151	5.94941835	0	0	0	0
299	LGALS9C	"Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Zymoseptoria,Zymoseptoria tritici"	0.521460293	0.381886212	0	0	242627.6003	242773.1647	5.94941835	0	0	0	0
301	LIPT1	"Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,[Clostridium] innocuum"	0.88991845	0.857811332	0	0	-2879058.294	-2876684.364	3.249401703	0	0	0	0
304	LRMDA	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium"	0.600839014	0.48441706	0	0	797772.1572	798086.593	6.267843811	0	0	0	0
306	LTBR	"Bacteria,Proteobacteria"	0.721147174	0.667521631	0	0	-26.62169491	-26.5638114	0.003615752	0	0	0	0
308	LUC7L2	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron"	0.476980938	0.459546969	0	0	23391.02456	24829.47823	5.966950035	0	0	0	0
310	MACO1	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris"	0.725559037	0.716411005	0	0	-168525.4128	-166588.4398	3.561531793	0	0	0	0
312	MAK16	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis"	0.280611577	0.256631963	0	0	550933.4401	553968.5181	8.562029717	0	0	0	0
313	MAN2A2	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron"	0.51944215	0.48630023	0	0	132403.0399	133916.9306	6.279875816	0	0	0	0
314	MAP2K4	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron"	0.994148442	0.987906781	0	0	1012499.523	1012729.973	0.955948109	0	0	0	0
316	MAPK10	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum"	0.483553772	0.466338898	0	0	28782.88704	29209.14977	4.694228825	0	0	0	0
319	MAX	"Archaea,Euryarchaeota,Methanomicrobia"	0.42367138	0.255575533	0	0	637711985.9	638619679.8	7.967323563	0	0	0	0
320	MB21D2	"Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli"	0.846399094	0.792972692	0	0	534163.5854	534314.4618	3.274724013	0	0	0	0
321	MBNL1	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron"	0.128691329	0.099647707	0	0	364474.1648	365327.6968	3.540595781	0	0	0	0
326	MEP1A	"Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus oralis"	0.523445626	0.50756048	0	0	-191599.6386	-190870.1985	4.003342689	0	0	0	0
327	METAP2	"Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,Erysipelatoclostridium ramosum"	0.511548796	0.495267089	0	0	-24481.91351	-23084.12497	5.356431161	0	0	0	0
331	MGAT4B	"Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli"	0.266664924	0.125638947	0	0	105915.6945	106231.5955	6.856570077	0	0	0	0
336	MMP2	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron"	0.410288175	0.390631114	0	0	-149873.5414	-148641.9875	5.108694497	0	0	0	0
339	MPND	"Fungi,Ascomycota,Sordariomycetes,Sordariales"	0.480163372	0.380194789	0	0	-226638155.9	-226555300.4	5.08259449	0	0	0	0
