	gene	taxa	r.sqr	r.sqr.adj	pval	padj	ci.lower	ci.upper	sigma	sigma.flag	Bonferonni_global	BY_global	BH_global
76	ATG4A	"Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis"	0.110648244	0.047123118	0	0	-37103.64073	-33530.25045	6.128001762	0	0	0	0
77	ATN1	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,Flavonifractor plautii"	0.423029256	0.403133713	0	0	46580.92013	47782.11748	4.770568501	0	0	0	0
79	ATP1A4	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis"	0.134667896	0.12000125	0	0	-50711.14579	-50510.87602	7.129796998	0	0	0	0
85	AURKB	"Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus"	0.33896012	0.251652966	0	0	-65942.71928	-65760.03612	6.857605726	0	0	0	0
87	B3GNT9	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae"	0.340989737	0.176237172	0	0	-56513093.49	-56434455.48	7.316737002	0	0	0	0
88	B4GALT3	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae"	0.309199268	0.232443631	0	0	-81907.56959	-81696.54869	6.727671108	0	0	0	0
89	B4GALT3	"Bacteria,Proteobacteria"	0.309199268	0.232443631	0	0	11922.26998	12007.269	6.727671108	0	0	0	0
92	BAG5	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron"	0.531925259	0.449323834	0	0	128480.8435	128621.9832	0.843767244	0	0	0	0
94	BAHCC1	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salyersiae"	0.223448935	0.210287052	0	0	-29003.13578	-28015.70352	7.113436349	0	0	0	0
96	BANK1	"Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pasteurianus"	0.220229415	0.133588238	0	0	-5091.166084	-4643.71266	5.096707141	0	0	0	0
97	BAZ1A	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei"	0.315858856	0.304263243	0	0	57293.76543	57575.60285	4.174990099	0	0	0	0
98	BBS9	"Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli"	0.165318026	0.089437847	0	0	8252.302534	8462.230355	9.179017764	0	0	0	0
102	BCL7B	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Coprococcus,Coprococcus catus"	0.195311203	0.105901337	0	0	-216085.6638	-212628.931	8.187526084	0	0	0	0
104	BICD1	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] gnavus"	0.349978061	0.303547923	0	0	-1338318.368	-1338077.495	4.18695242	0	0	0	0
105	BICD1	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Lughvirus,Faecalibacterium virus Lugh"	0.349978061	0.303547923	0	0	-4162415.854	-4084221.475	4.18695242	0	0	0	0
116	BUD31	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] torques"	0.913180038	0.875971483	0	0	-4034369.515	-4034227.532	1.970563657	0	0	0	0
117	C12orf73	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis"	0.111363004	0.064592636	0	0	20307.71364	20526.57743	7.742017832	0	0	0	0
127	C2orf88	"Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycodaceae,Saccharomycodes,Saccharomycodes ludwigii"	0.156042729	0.095760067	0	0	2013327.195	2226966.14	8.73960827	0	0	0	0
129	C4orf3	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia obeum"	0.386587369	0.376190545	0	0	240871.2066	244247.5288	5.393758191	0	0	0	0
131	C6	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis"	0.172339074	0.128777973	0	0	-10752.08773	-10715.87977	1.280808734	0	0	0	0
132	C6orf106	"Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,Pyricularia pennisetigena"	0.219649036	0.148708039	0	0	10516836.91	10568962.86	4.936552835	0	0	0	0
133	C8A	"Viruses,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Lymphocryptovirus,Human gammaherpesvirus 4"	0.557148708	0.446435885	0	0	6172315.369	6176125.196	1.000326283	0	0	0	0
136	CA7	"Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli"	0.062245074	0.029908697	0	0	49894.15836	50077.80262	8.029808352	0	0	0	0
138	CACYBP	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,Flavonifractor plautii"	0.167873445	0.139179426	0	0	48742.15224	48920.33348	0.707648771	0	0	0	0
141	CALML3	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,Flavonifractor plautii"	0.329786924	0.211514028	0	0	48611.9453	48963.80916	1.397431203	0	0	0	0
143	CAPN8	"Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_A,Methanobrevibacter_A smithii_A"	0.20405296	0.098927879	0	0	-18218898.72	-18199862.01	8.342355326	0	0	0	0
144	CARS	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruthenibacterium,Ruthenibacterium lactatiformans"	0.229936312	0.189406644	0	0	-8740.455849	-8482.498042	0.567093306	0	0	0	0
145	CASK	"Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera"	0.087343972	0.071875226	0	0	2333914.933	2396681.084	10.40132095	0	0	0	0
146	CAT	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron"	0.513455162	0.478701959	0	0	-7248.294638	-7147.775163	0.600929895	0	0	0	0
147	CBFA2T3	"Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Thermothelomyces,Thermothelomyces thermophilus"	0.237128912	0.18263812	0	0	31078704.36	31169698.34	5.782348753	0	0	0	0
153	CCDC14	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Lughvirus,Faecalibacterium virus Lugh"	0.156666588	0.062962876	0	0	1299702.284	1416113.88	6.233310104	0	0	0	0
154	CCDC69	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium mortiferum"	0.467421366	0.385486191	0	0	-77806.55221	-77464.3634	4.68480324	0	0	0	0
158	CCP110	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] gnavus"	0.467937469	0.419568148	0	0	-1146283.371	-1146133.911	2.597973654	0	0	0	0
160	CD101	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salyersiae"	0.183916292	0.140964518	0	0	23731.23945	24877.88844	8.260429579	0	0	0	0
164	CD248	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum"	0.448217204	0.438864953	0	0	-282092.7327	-281802.9056	3.385038396	0	0	0	0
167	CD46	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salyersiae"	0.265738063	0.184153403	0	0	-29157.58823	-28429.53431	5.211134621	0	0	0	0
169	CD5L	"Viruses,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Lymphocryptovirus,Human gammaherpesvirus 4"	0.616099191	0.54835199	0	0	101906258.9	101910491.4	1.09209102	0	0	0	0
171	CD79A	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium mortiferum"	0.124272408	0.061720437	0	0	-8047.921339	-7492.356571	7.587229077	0	0	0	0
172	CD93	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei"	0.328541518	0.293201598	0	0	-482112.8133	-481626.8376	7.199039756	0	0	0	0
174	CDC25C	"Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli"	0.571555613	0.453049719	0	0	-12535.49381	-12400.14992	5.917869156	0	0	0	0
178	CDK5RAP1	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caccae"	0.13111886	0.116392061	0	0	-161147.1617	-158480.323	7.010566835	0	0	0	0
181	CDKN1B	"Bacteria,Proteobacteria"	0.759064522	0.746383707	0	0	1508.153897	1526.169212	1.397381198	0	0	0	0
183	CEBPB	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] torques"	0.385796606	0.291303776	0	0	17261.62833	17846.34114	8.129508305	0	0	0	0
185	CEL	"Bacteria,Actinobacteria,Coriobacteriia"	0.494645849	0.438495388	0	0	-397272.6955	-396696.4361	4.553817347	0	0	0	0
190	CEP85	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Coprococcus,Coprococcus catus"	0.479256667	0.289895454	0	0	1009508.924	1012815.735	7.832427206	0	0	0	0
192	CFHR1	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis"	0.367456961	0.297174401	0	0	15957.05516	15984.61791	0.974995861	0	0	0	0
196	CHAF1B	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis"	0.20930535	0.182040018	0	0	-230195.7712	-227870.4785	8.139978714	0	0	0	0
197	CHD1	"Bacteria,Proteobacteria,Alphaproteobacteria"	0.845792889	0.822068718	0	0	31542.88177	31684.46191	1.86982416	0	0	0	0
201	CHORDC1	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron"	0.427091895	0.363435439	0	0	-33225.56383	-33089.13088	0.815629379	0	0	0	0
204	CLASRP	"Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida dubliniensis"	0.287956277	0.237096011	0	0	-32742203.95	-32665680.27	5.262895381	0	0	0	0
205	CLIC4	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,Flavonifractor plautii"	0.136500764	0.074822248	0	0	-59875.58681	-59642.18436	0.926960373	0	0	0	0
210	CMIP	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Coprococcus,Coprococcus catus"	0.240136204	0.185860218	0	0	82886.78238	86131.44235	7.794405902	0	0	0	0
212	CNTN1	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae"	0.186973496	0.144182628	0	0	-29976653.81	-29857823.26	7.062355952	0	0	0	0
217	COL9A2	"Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia muciniphila"	0.395009662	0.327788514	0	0	-289462.9938	-288911.4104	4.830431258	0	0	0	0
223	COX7C	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruthenibacterium,Ruthenibacterium lactatiformans"	0.189970259	0.176240941	0	0	62376.94511	65648.46929	7.192104354	0	0	0	0
227	CPPED1	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei"	0.150670209	0.090003795	0	0	-519.8651491	-480.5354077	0.582468183	0	0	0	0
231	CRBN	"Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus oralis"	0.549396506	0.541759159	0	0	502593.9926	503059.8762	4.743907035	0	0	0	0
232	CRBN	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum"	0.549396506	0.541759159	0	0	-100048.2154	-99655.75317	4.743907035	0	0	0	0
237	CRTAP	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruthenibacterium,Ruthenibacterium lactatiformans"	0.641432713	0.608835687	0	0	117315.551	118763.5558	3.183287379	0	0	0	0
238	CRYBG2	"Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus"	0.28720414	0.249688569	0	0	2615838.83	2674313.521	6.626847195	0	0	0	0
241	CTBP1	"Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli"	0.192100992	0.149579991	0	0	32707.7588	32844.28164	5.969437903	0	0	0	0
242	CTCF	"Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus"	0.279706445	0.26749808	0	0	-425229.394	-384189.2868	4.549301745	0	0	0	0
243	CTDSPL2	"Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus"	0.450011388	0.421064618	0	0	-3026582.04	-2980598.132	5.097322859	0	0	0	0
252	CXCL1	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae"	0.086910518	0.038853177	0	0	-52258.90781	-49193.96428	7.755429659	0	0	0	0
255	CYB5A	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes"	0.261301042	0.208536831	0	0	44248.74191	44350.02965	0.554348762	0	0	0	0
257	DACH1	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis"	0.404981593	0.384463717	0	0	-23470.4459	-23277.05631	6.792885297	0	0	0	0
259	DBNL	"Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,[Clostridium] innocuum"	0.121579945	0.075347311	0	0	113352.5517	117867.2995	8.035011234	0	0	0	0
265	DCHS2	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis"	0.293245101	0.256047474	0	0	776080.2904	778487.8677	8.410252896	0	0	0	0
269	DDX28	"Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus"	0.330757955	0.319414869	0	0	-4776249.407	-4730081.613	5.217853081	0	0	0	0
271	DENND1A	"Bacteria,Proteobacteria,Alphaproteobacteria"	0.890609321	0.873779985	0	0	3154.958088	3272.540328	1.545157888	0	0	0	0
274	DERL3	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum"	0.259539047	0.246988862	0	0	-16416.53247	-15860.78823	6.775201731	0	0	0	0
278	DHPS	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caccae"	0.447926857	0.397738389	0	0	-26422.44424	-24104.43878	6.030128863	0	0	0	0
279	DIP2B	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum"	0.121082166	0.090774655	0	0	-1985.461963	-1897.366014	1.058134805	0	0	0	0
281	DIS3L	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis"	0.196230306	0.106922562	0	0	187585.3987	187808.9529	7.907936225	0	0	0	0
282	DKK3	"Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli"	0.629500103	0.580566155	0	0	-149690.9701	-149583.3142	4.707191228	0	0	0	0
283	DMXL1	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum"	0.313977914	0.302350421	0	0	-5010.524574	-4553.431116	5.49022404	0	0	0	0
285	DNAJB2	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei"	0.679782525	0.656909848	0	0	416739.6116	416955.0766	3.191784584	0	0	0	0
289	DNLZ	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis"	0.282313597	0.270149421	0	0	-1465966.338	-1464200.314	6.202725066	0	0	0	0
290	DNLZ	"Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus"	0.282313597	0.270149421	0	0	-3929142.86	-3873906.705	6.202725066	0	0	0	0
291	DNM1L	"Bacteria,Proteobacteria"	0.178738543	0.12007701	0	0	-8197.851833	-8104.020002	7.348131759	0	0	0	0
296	DPYSL5	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum"	0.479718615	0.421909572	0	0	-130791.3519	-130424.7636	4.40315209	0	0	0	0
301	DYNLL2	"Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus"	0.204426602	0.082030695	0	0	126831.503	127036.8583	7.708677291	0	0	0	0
303	E4F1	"Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae"	0.166285682	0.106734659	0	0	7333395.576	7394132.65	6.34221962	0	0	0	0
306	EDAR	"Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli"	0.666905342	0.629894824	0	0	-3412.279378	-3368.867621	1.898168978	0	0	0	0
307	EEF1A1	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron"	0.171763685	0.157725782	0	0	4145.703238	4326.197976	1.079041494	0	0	0	0
308	EIF3L	"Bacteria,Proteobacteria,Alphaproteobacteria"	0.112062775	0.097012992	0	0	143697.1504	143755.6239	0.772250051	0	0	0	0
309	EIF4A2	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Coprococcus,Coprococcus comes"	0.243634256	0.143736893	0	0	106842.4292	111336.0622	6.905588119	0	0	0	0
314	EMD	"Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae"	0.251103958	0.197611384	0	0	-3025.243545	-2820.194471	0.832291933	0	0	0	0
315	EMP3	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salyersiae"	0.13962514	0.125042515	0	0	-37996.18187	-36997.86443	7.191852912	0	0	0	0
323	EXOC1	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter"	0.185922808	0.14307664	0	0	-20874.81018	-20820.55953	1.168305672	0	0	0	0
324	EXOC6B	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum"	0.497031041	0.488506143	0	0	-4092.978129	-3755.253689	4.056463294	0	0	0	0
326	FAHD2B	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] gnavus"	0.093395762	0.04567975	0	0	-7.54125399	-7.204086032	0.005860792	0	0	0	0
327	FAM118B	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei"	0.368426803	0.256972709	0	0	-284334.4349	-283782.3527	8.178252694	0	0	0	0
330	FAM160B2	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster"	0.168260772	0.092648115	0	0	-25734.13438	-24486.62587	7.360250578	0	0	0	0
338	FANCD2	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis"	0.243064198	0.230234778	0	0	-43540.70316	-41732.00113	6.318235962	0	0	0	0
340	FBXL12	"Archaea,Euryarchaeota,Methanomicrobia"	0.170915832	0.095544544	0	0	36764455.01	37048820.75	6.533981103	0	0	0	0
341	FBXO38	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis"	0.139967174	0.125390346	0	0	-76742.39066	-74818.30818	6.735491905	0	0	0	0
343	FBXW9	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum"	0.240732541	0.227863601	0	0	41079.65725	41504.48462	5.10267074	0	0	0	0
345	FCHSD1	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei"	0.761500379	0.695532398	0	0	-261916.3908	-261629.1436	4.255159892	0	0	0	0
346	FCHSD1	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,Flavonifractor plautii"	0.761500379	0.695532398	0	0	1238019.342	1239090.763	4.255159892	0	0	0	0
347	FCN1	"Archaea,Candidatus Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Candidatus Methanomethylophilaceae,Candidatus Methanomethylophilus"	0.565878549	0.508541753	0	0	107849512.2	108013598.7	7.971475314	0	0	0	0
348	FCN1	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium"	0.565878549	0.508541753	0	0	75853.48664	76081.78059	7.971475314	0	0	0	0
349	FCRL5	"Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,Pyricularia pennisetigena"	0.262717952	0.223913634	0	0	-10659429.61	-10613918.8	4.287176049	0	0	0	0
