	gene	taxa	r.sqr	r.sqr.adj	pval	padj	ci.lower	ci.upper	sigma	sigma.flag	Bonferonni_global	BY_global	BH_global
272	CLINT1	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salyersiae"	0.146043928	0.117096265	0	0	16424.63015	16658.60024	0.44972667	0	0	0	0
278	CMTM1	"Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,Methanosphaera stadtmanae"	0.371355303	0.360877892	0	0	323207262.6	323298569	5.200861218	0	0	0	0
279	CMTM3	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caccae"	0.191896631	0.178428241	0	0	170891.6573	173348.0697	7.383298904	0	0	0	0
280	CMTM3	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.191896631	0.178428241	0	0	335363.9578	342610.3235	7.383298904	0	0	0	0
286	COG1	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoclostridium,[Clostridium] scindens"	0.520624738	0.437655943	0	0	-807607.9953	-807129.8656	0.544737272	0	0	0	0
287	COG1	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae"	0.520624738	0.437655943	0	0	-264868.0944	-262950.7329	0.544737272	0	0	0	0
290	COL28A1	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis"	0.563296162	0.532650278	0	0	-21516.29199	-21361.06418	3.640326548	0	0	0	0
291	COL28A1	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,Flavonifractor plautii"	0.563296162	0.532650278	0	0	-1132044.671	-1129573.806	3.640326548	0	0	0	0
296	COMMD3-BMI1	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron"	0.358795024	0.275675861	0	0	6838.603628	6900.832208	0.424959142	0	0	0	0
297	COMMD5	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus"	0.233029507	0.133607406	0	0	-37830.96998	-37653.86259	0.325478477	0	0	0	0
300	CPB1	"Bacteria,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter junii"	0.149785282	0.135615037	0	0	57316.12548	60404.66335	4.008881654	0	0	0	0
301	CPEB4	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salyersiae"	0.851620432	0.829223516	0	0	12788.49256	13639.34834	1.624560671	0	0	0	0
307	CREBBP	"Viruses,Uroviricota,Caudoviricetes,Caudovirales"	0.498037998	0.411159959	0	0	245900.5727	246489.24	0.678111562	0	0	0	0
309	CROT	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae"	0.587497872	0.550667324	0	0	678377.4412	687828.0922	2.749736766	0	0	0	0
310	CRTAC1	"Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,Erysipelatoclostridium ramosum"	0.314500111	0.303075113	0	0	77682.58644	79924.84388	6.14036112	0	0	0	0
314	CSK	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Roseburia,Roseburia hominis"	0.765570208	0.667436807	0	0	80097.23683	80305.14139	0.507631793	0	0	0	0
316	CSRP1	"Fungi,Ascomycota,Sordariomycetes,Sordariales"	0.610960843	0.552237952	0	0	374613.3214	375488.1942	0.511705958	0	0	0	0
317	CSTA	"Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae"	0.244165393	0.231568149	0	0	1068561.706	1105967.486	5.971811988	0	0	0	0
319	CSTF3	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia obeum"	0.446859397	0.386516786	0	0	-175009.5837	-174257.8724	0.989729385	0	0	0	0
320	CSTF3	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium mortiferum"	0.446859397	0.386516786	0	0	-40871.39012	-40753.67753	0.989729385	0	0	0	0
322	CTNNA1	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae"	0.226602951	0.157549643	0	0	-71196.21408	-69532.2281	0.484149022	0	0	0	0
323	CTNNBL1	"Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_A,Methanobrevibacter_A smithii_A"	0.147418885	0.11851783	0	0	1410933.374	1412852.008	0.683475726	0	0	0	0
324	CUL1	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,Odoribacter splanchnicus"	0.165419985	0.151510318	0	0	-259630.961	-258773.3749	1.056582093	0	0	0	0
325	CUL7	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salyersiae"	0.586889949	0.580004781	0	0	-329138.7291	-327411.1902	3.275901588	0	0	0	0
326	CUL7	"Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium venenatum"	0.586889949	0.580004781	0	0	1410435.518	1417249.137	3.275901588	0	0	0	0
327	CUL7	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae"	0.586889949	0.580004781	0	0	898638.5451	910169.0349	3.275901588	0	0	0	0
328	CXCR4	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter"	0.204998286	0.13401599	0	0	-14009.44839	-13774.59387	5.979591238	0	0	0	0
330	CYP3A5	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salyersiae"	0.740194555	0.706516071	0	0	1208256.147	1209308.142	2.008602586	0	0	0	0
