	gene	taxa	r.sqr	r.sqr.adj	pval	padj	ci.lower	ci.upper	sigma	sigma.flag	Bonferonni_global	BY_global	BH_global
62	C1QBP	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium bifidum"	0.262930783	0.206233151	0	0	1837940.715	1838216.773	0.990865044	0	0	0	0
63	C1RL	"Archaea,Euryarchaeota,Halobacteria,Halobacteriales"	0.819957669	0.798352589	0	0	688407687.9	688918988.4	4.553083155	0	0	0	0
64	C4orf3	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Taranisvirus,Faecalibacterium virus Taranis"	0.719451736	0.709061059	0	0	26719129.02	27065403.64	3.662537481	0	0	0	0
67	CA1	"Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae"	0.286326607	0.231428653	0	0	86298483.19	86314658.56	1.145387103	0	0	0	0
69	CADM2	"Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Thermothelomyces,Thermothelomyces thermophilus"	0.598022428	0.464029904	0	0	40299237.86	40636977.38	4.782705068	0	0	0	0
70	CADPS2	"Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,Methanosphaera sp900322125"	0.785790245	0.777856551	0	0	6746620.655	6778494.22	2.925002947	0	0	0	0
73	CAT	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron"	0.104435293	0.035545701	0	0	9190.525734	9303.678941	0.484527653	0	0	0	0
75	CCDC149	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus"	0.999073332	0.997117033	0	0	-1722057.528	-1721836.256	1	2	0	0	0
76	CCDC8	"Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae"	0.306456414	0.223231184	0	0	-35440804.65	-35360765.78	5.662678097	0	0	0	0
77	CCL3	"Bacteria,Firmicutes,Negativicutes"	0.253935144	0.129591002	0	0	-508.2546973	-504.8922813	0.006470001	0	0	0	0
79	CD300LG	"Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Schaalia"	0.866587452	0.850577946	0	0	-159990.5774	-159599.8124	1.516638367	0	0	0	0
80	CD4	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas"	0.97519929	0.965279006	0	0	7156332.913	7156641.955	1.941990892	0	0	0	0
83	CDAN1	"Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae"	0.45465697	0.363766465	0	0	-4261539.281	-4260291.718	1.385824122	0	0	0	0
86	CDK5RAP3	"Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae"	0.298493751	0.244531732	0	0	621974.0965	629518.1963	0.534389667	0	0	0	0
93	CHUK	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudocatenulatum"	0.388144001	0.341078155	0	0	-288530.4727	-288078.9047	0.898982024	0	0	0	0
94	CIRBP	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium gonidiaformans"	0.378812466	0.304269962	0	0	311021.7508	311576.4678	1.082429167	0	0	0	0
96	CLEC3B	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium bifidum"	0.584957196	0.535152059	0	0	-11846078.4	-11845778.67	1.09021775	0	0	0	0
97	CLIC5	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium gonidiaformans"	0.894427748	0.886306805	0	0	251527.9494	252799.6227	2.481438614	0	0	0	0
101	COL1A1	"Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae"	0.248193477	0.157976694	0	0	-16691.02374	-15420.7465	1.411055943	0	0	0	0
102	COL1A2	"Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae"	0.41734988	0.320241527	0	0	-83614.42948	-82151.60777	1.644595479	0	0	0	0
103	COL2A1	"Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae"	0.222144693	0.128802056	0	0	-17661.8387	-16102.06615	1.747575943	0	0	0	0
104	COL3A1	"Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae"	0.315088222	0.166194357	0	0	-1155833.578	-1154405.146	1.586738475	0	0	0	0
106	COL6A1	"Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae"	0.52924769	0.472757413	0	0	-40637.39649	-39898.89218	0.82034919	0	0	0	0
107	COL6A3	"Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae"	0.260173358	0.171394161	0	0	-2263647.992	-2262698.572	1.063734231	0	0	0	0
110	CPB1	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salyersiae"	0.933398952	0.930932246	0	0	12863860.75	12864417.65	2.039314841	0	0	0	0
112	CPVL	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium varium"	0.429952437	0.33494451	0	0	1789442.01	1789876.111	0.885578301	0	0	0	0
113	CPZ	"Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae"	0.257905745	0.134223369	0	0	-68310774.58	-68215114.27	6.729016185	0	0	0	0
114	CREG1	"Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae"	0.440365389	0.347092954	0	0	-253561.1319	-252590.2066	1.087828848	0	0	0	0
115	CRTC1	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium gonidiaformans"	0.94936261	0.93248348	0	0	303332.9382	304516.0871	2.308699562	0	0	0	0
116	CSK	"Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae"	0.849098692	0.75145667	0	0	-1047784.425	-1047329.548	0.50365177	0	0	0	0
117	CSRP2	"Bacteria,Firmicutes"	0.783202272	0.724075619	0	0	95045.31903	95059.58537	0.634360212	0	0	0	0
118	CTDP1	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus"	0.990210498	0.975081268	0	0	1048900.836	1048961.982	0.279965489	0	0	0	0
120	CUZD1	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium gonidiaformans"	0.903672676	0.865141746	0	0	3318961.469	3320319.147	2.631288447	0	0	0	0
122	CXCL5	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. ZJ-18"	0.951675632	0.924828761	0	0	4134690.365	4137818.894	2.917021555	0	0	0	0
123	CYHR1	"Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia kudriavzevii"	0.973619095	0.96482546	0	0	786398740.3	786897086.7	2.456612614	0	0	0	0
125	CYP3A5	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium pseudoperiodonticum"	0.441890904	0.421220197	0	0	173110.6487	174287.0443	3.019846358	0	0	0	0
126	DAPP1	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia"	0.488980222	0.318640296	0	0	-667724.7865	-664647.9113	8.025716588	0	0	0	0
127	DBNL	"Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,[Clostridium] innocuum"	0.897467056	0.863289408	0	0	-1175269.241	-1172065.988	3.604964887	0	0	0	0
128	DCHS1	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudocatenulatum"	0.703086198	0.638539719	0	0	-8904248.755	-8902026.458	4.354399077	0	0	0	0
129	DCUN1D1	"Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae"	0.575158359	0.559423484	0	0	2176993.159	2181757.788	5.384620777	0	0	0	0
132	DENND4A	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudocatenulatum"	0.199026658	0.169360978	0	0	10016997.88	10021644.51	9.226242603	0	0	0	0
136	DNAH5	"Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia kudriavzevii"	0.425782167	0.40451484	0	0	22369405.19	23514678.79	5.645658764	0	0	0	0
138	DNM1	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium varium"	0.346309277	0.322098509	0	0	19490.75066	19707.87113	0.441602755	0	0	0	0
141	DOP1B	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes"	0.426158613	0.330518382	0	0	-1244214.447	-1242851.968	1.071650106	0	0	0	0
143	DUSP22	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Vescimonas,Vescimonas coprocola"	0.459394859	0.341872002	0	0	-1587223.718	-1583171.933	6.378720065	0	0	0	0
146	EAPP	"Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia kudriavzevii"	0.633025707	0.619434066	0	0	18314138.32	19160410.55	4.171723022	0	0	0	0
149	EDAR	"Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia"	0.556520161	0.503302581	0	0	-2180.588521	-2096.977468	3.159579388	0	0	0	0
151	EHBP1L1	"Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae"	0.308251631	0.192960236	0	0	-2784885.564	-2784262.086	0.704606938	0	0	0	0
152	EIF2B5	"Bacteria,Firmicutes,Negativicutes"	0.292992888	0.208152034	0	0	-38910.34848	-38526.80138	0.722681901	0	0	0	0
154	ELL	"Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia kudriavzevii"	0.815683739	0.808857211	0	0	-152254668.6	-151623309.7	3.112301297	0	0	0	0
159	EP400P1	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron"	0.69897921	0.616882632	0	0	-1018678.756	-1017351.681	5.687765982	0	0	0	0
162	EPS8L1	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei"	0.972676041	0.936244095	0	0	-4279.728321	-4187.897361	1	2	0	0	0
165	ERLIN2	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium varium"	0.442553273	0.375659666	0	0	988769.4667	989030.937	0.533405987	0	0	0	0
167	EYS	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudocatenulatum"	0.60954641	0.595085166	0	0	145025.6134	147227.233	4.371489412	0	0	0	0
170	FADD	"Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia kudriavzevii"	0.937564904	0.927159055	0	0	-1727250576	-1726830134	2.072567418	0	0	0	0
173	FAM210A	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium pseudoperiodonticum"	0.993356182	0.985690237	0	0	1128086.426	1128960.402	2.221006698	0	0	0	0
175	FAS	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudocatenulatum"	0.29780134	0.243786058	0	0	-15181.20334	-14749.12386	0.856292981	0	0	0	0
178	FBXO2	"Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia kudriavzevii"	0.528844716	0.51139452	0	0	-19306950.69	-18302297.24	4.943844349	0	0	0	0
179	FBXO22	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] gnavus"	0.639352226	0.560950536	0	0	-39889.75379	-39845.40534	0.541973637	0	0	0	0
180	FCHSD2	"Archaea,Candidatus Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Candidatus Methanomethylophilaceae,Candidatus Methanomethylophilus,Candidatus Methanomethylophilus alvus"	0.463627573	0.249078603	0	0	-728989177.8	-728729648	8.108627047	0	0	0	0
181	FGD2	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium gonidiaformans"	0.460394438	0.440409047	0	0	647246.3358	650402.1688	6.158032876	0	0	0	0
184	FKBP1B	"Bacteria,Firmicutes,Negativicutes"	0.281829946	0.226586096	0	0	-3874138.702	-3869723.88	8.529418465	0	0	0	0
187	FTL	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus"	0.629723563	0.616009621	0	0	557050.2379	562188.6686	3.810156571	0	0	0	0
190	FUK	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,Flavonifractor plautii"	0.447451682	0.296756686	0	0	-601878.6172	-596212.6499	7.99364022	0	0	0	0
191	FUNDC2	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salyersiae"	0.250954802	0.161069379	0	0	3601.907091	3849.389566	0.906256154	0	0	0	0
193	FYB1	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudocatenulatum"	0.363046836	0.314050438	0	0	-7630.568222	-7223.120514	0.80116374	0	0	0	0
194	FZD1	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudocatenulatum"	0.639184617	0.56074649	0	0	348186.5275	350654.9152	4.880082205	0	0	0	0
195	FZD1	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus"	0.639184617	0.56074649	0	0	-13785.60554	-13570.46357	4.880082205	0	0	0	0
198	GBP6	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides xylanisolvens"	0.402125191	0.30247939	0	0	3495.684562	3498.213064	0.004189197	0	0	0	0
199	GCOM1	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium pseudoperiodonticum"	0.888406066	0.879821917	0	0	-1028668.755	-1028113.915	1.40641135	0	0	0	0
200	GFOD2	"Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae"	0.315780076	0.290438597	0	0	3714709.11	3721824.718	8.072267111	0	0	0	0
201	GJA1	"Bacteria,Actinobacteria,Coriobacteriia"	0.262383082	0.102031578	0	0	-187421.8139	-185997.2901	8.890203015	0	0	0	0
202	GLCCI1	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron"	0.568719795	0.451097921	0	0	1419.055279	1420.294079	0.005269423	0	0	0	0
204	GNB2	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium varium"	0.254256011	0.092137753	0	0	61039.87885	61347.23632	0.627759562	0	0	0	0
205	GNB3	"Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans"	0.359379518	0.31010102	0	0	-16181087.23	-16081832.14	0.788801733	0	0	0	0
206	GNPTG	"Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae"	0.477085961	0.457718775	0	0	6575561.24	6581496.803	6.673129538	0	0	0	0
207	GOLGA8R	"Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Thermothelomyces,Thermothelomyces thermophilus"	0.704834038	0.693901965	0	0	-734193030	-733902251.2	4.107825748	0	0	0	0
208	GOLPH3L	"Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae"	0.55360233	0.456559359	0	0	-889516.0067	-888883.3878	0.717829973	0	0	0	0
209	GON7	"Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia kudriavzevii"	0.892446445	0.874520853	0	0	-24156758.09	-23630093.02	2.596210431	0	0	0	0
210	GOT1	"Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Thermothelomyces,Thermothelomyces thermophilus"	0.344249879	0.293807562	0	0	-5196740.204	-5147556.231	0.696480068	0	0	0	0
212	GPRC5C	"Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae"	0.832167269	0.795681892	0	0	-283276.3681	-279908.2862	3.806349811	0	0	0	0
214	GUCY1A2	"Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter sp. AbM4"	0.937515946	0.923932456	0	0	-5854607.355	-5837220.911	1.302227097	0	0	0	0
216	HDAC3	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caccae"	0.964918267	0.957291804	0	0	417521.1327	417985.7678	0.938921279	0	0	0	0
219	HLA-DQB1	"Bacteria,Firmicutes"	0.280852418	0.124515987	0	0	5957.451717	5979.479147	0.984874851	0	0	0	0
220	HLA-DRB3	"Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycodaceae,Saccharomycodes,Saccharomycodes ludwigii"	0.214488014	0.185394978	0	0	1111107.321	1200266.601	3.293721376	0	0	0	0
222	HNRNPA0	"Bacteria,Proteobacteria"	0.744601287	0.689079827	0	0	-25708.14883	-25695.40936	0.628977559	0	0	0	0
224	HNRNPR	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides xylanisolvens"	0.25425366	0.196888557	0	0	12257.18152	12533.11125	0.457157541	0	0	0	0
226	HSBP1	"Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella parvula"	0.973205008	0.955867071	0	0	-144562171.5	-144559409.7	1.456848808	0	0	0	0
227	HSPA12A	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes"	0.891128088	0.872982769	0	0	4877861.215	4877963.365	0.52129857	0	0	0	0
228	HSPB1	"Bacteria,Firmicutes"	0.349907117	0.299899972	0	0	337.4995395	356.5729215	0.848108004	0	0	0	0
229	HYOU1	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium varium"	0.167712046	0.103689896	0	0	39355.28407	39754.00657	0.810964336	0	0	0	0
230	HYPK	"Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella parvula"	0.996919002	0.994925416	0	0	-232710068	-232709093.9	0.519468389	0	0	0	0
231	ICAM4	"Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae"	0.254235204	0.164743428	0	0	284926.9412	308733.9815	1.678760945	0	0	0	0
232	IDE	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salyersiae"	0.325180878	0.300187577	0	0	4662.825325	4889.375279	0.836133769	0	0	0	0
235	IGFBP7	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus"	0.219823174	0.126201955	0	0	-6733.721162	-6530.880777	0.916701907	0	0	0	0
236	IGHA2	"Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae"	0.458010581	0.392971851	0	0	2117681.426	2132276.533	1.026661134	0	0	0	0
240	INPPL1	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides"	0.30948826	0.256371972	0	0	-20665.78855	-20648.35492	0.49932314	0	0	0	0
241	INSR	"Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella"	0.763403139	0.668764395	0	0	-18846105.12	-18845022.29	0.880840139	0	0	0	0
242	INTS10	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoclostridium"	0.335539546	0.3109299	0	0	-22291.88311	-20865.71107	2.837553646	0	0	0	0
243	INTS2	"Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,Erysipelatoclostridium ramosum"	0.489897326	0.404880213	0	0	450302.3088	450570.3412	0.99275623	0	0	0	0
247	ITGB3	"Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae"	0.313750568	0.199375662	0	0	-68662.22636	-67917.48014	0.831369666	0	0	0	0
248	ITLN1	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salyersiae"	0.649547172	0.636567437	0	0	118565.9896	119729.0301	4.292463679	0	0	0	0
249	ITPA	"Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella parvula"	0.965780897	0.946770285	0	0	-54323679.69	-54320617.65	1.638081329	0	0	0	0
