	gene	taxa	r.sqr	r.sqr.adj	pval	padj	ci.lower	ci.upper	sigma	sigma.flag	Bonferonni_global	BY_global	BH_global
74	AHSA1	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Lughvirus,Faecalibacterium virus Lugh"	0.3401511	0.293019	0	0	-40689677	-40672524	0.815388	0	0	0	0
77	AIG1	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis"	0.299208446	0.26232468	0	0	20257.65418	20494.39055	7.600736682	0	0	0	0
78	AIG1	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] torques"	0.299208446	0.26232468	0	0	-160064.7078	-159569.9349	7.600736682	0	0	0	0
82	AKAP5	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.5270311	0.5190147	0	0	-3504110	-3501251	5.078188	0	0	0	0
83	AKAP5	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] torques"	0.5270311	0.5190147	0	0	-97195.98	-96865.42	5.078188	0	0	0	0
84	AKAP6	"Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales"	0.2799926	0.2145374	0	0	24098257	24105956	8.640161	0	0	0	0
85	AKAP8L	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.2961756	0.2842463	0	0	1882167	1882431	5.443952	0	0	0	0
87	AKAP9	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium mortiferum"	0.596275909	0.589433128	0	0	175367.2681	175773.1473	2.632832618	0	0	0	0
89	AKR1C3	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.573308272	0.550850812	0	0	-10802.2645	-10607.71308	3.983541572	0	0	0	0
90	AKR1C3	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium mortiferum"	0.573308272	0.550850812	0	0	38216.49236	38830.54353	3.983541572	0	0	0	0
91	AKR7A2	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea longicatena"	0.5380492	0.4960537	0	0	233385.5	233695.3	0.755833	0	0	0	0
92	AKR7A3	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.3876476	0.366532	0	0	-16492.31	-16218.2	5.612484	0	0	0	0
93	AKR7A3	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.3876476	0.366532	0	0	32017.51	35150.43	5.612484	0	0	0	0
96	ALDH18A1	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] torques"	0.4165004	0.3963798	0	0	8814.174	8870.703	0.8666709	0	0	0	0
97	ALDH18A1	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Vescimonas"	0.4165004	0.3963798	0	0	500809	501191.1	0.8666709	0	0	0	0
101	ALDOC	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.739782241	0.687738689	0	0	-6827.353177	-6721.230218	2.131508674	0	0	0	0
103	ALG13	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.6096233	0.596162	0	0	-15656.19	-15482.68	3.520004	0	0	0	0
104	ALG13	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.6096233	0.596162	0	0	-54682.35	-52700.59	3.520004	0	0	0	0
108	ALG8	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Lughvirus,Faecalibacterium virus Lugh"	0.4012517	0.3911034	0	0	-8536150	-8411139	6.090567	0	0	0	0
109	ALKBH3	"Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli"	0.2439456	0.1440894	0	0	-51047.94	-50896.99	6.74242	0	0	0	0
110	ALKBH4	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Lughvirus,Faecalibacterium virus Lugh"	0.4418842	0.4324246	0	0	73232749	73373287	6.715834	0	0	0	0
111	ALKBH7	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.5052956	0.4882368	0	0	13935345	13938281	5.301842	0	0	0	0
112	ALKBH7	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Lughvirus,Faecalibacterium virus Lugh"	0.5052956	0.4882368	0	0	14374979	14485364	5.301842	0	0	0	0
113	ALOX15	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.7415779	0.6898935	0	0	-5607.945	-5501.099	2.123362	0	0	0	0
114	ALOX5	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium mortiferum"	0.9889458	0.9799015	0	0	-1108589	-1108325	1.710906	0	0	0	0
115	ALPI	"Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_A,Methanobrevibacter_A smithii_A"	0.3082637	0.1861925	0	0	-14306934	-14285227	8.818914	0	0	0	0
121	AMY1A	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.2405563	0.2276844	0	0	34372.99	37747.58	6.176142	0	0	0	0
122	AMY2B	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salyersiae"	0.5367453	0.5123635	0	0	-156287	-155359.2	6.025707	0	0	0	0
126	ANAPC4	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.6658801	0.6217511	0	0	151857.6	152036.8	3.732643	0	0	0	0
127	ANAPC4	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis"	0.6658801	0.6217511	0	0	-318506.1	-318392.6	3.732643	0	0	0	0
128	ANAPC4	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium mortiferum"	0.6658801	0.6217511	0	0	-601484.1	-600908.7	3.732643	0	0	0	0
129	ANAPC5	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Lughvirus,Faecalibacterium virus Lugh"	0.3412942	0.3301297	0	0	-4477732	-4337749	6.654229	0	0	0	0
130	ANAPC7	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae"	0.6092968	0.5958242	0	0	87617293	87711610	5.841208	0	0	0	0
131	ANG	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Lughvirus,Faecalibacterium virus Lugh"	0.7935275	0.7662576	0	0	650853368	650952890	4.703579	0	0	0	0
133	ANKFY1	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium mortiferum"	0.792949	0.7564106	0	0	-411635.3	-411351.1	1.843605	0	0	0	0
135	ANKRD28	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] torques"	0.5251018	0.508726	0	0	-117969.3	-117675.5	4.481724	0	0	0	0
137	ANTXR1	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum"	0.4925777	0.4361975	0	0	146977.9	147381.1	3.672871	0	0	0	0
139	AP1G2	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.4737597	0.4648404	0	0	131287.3	133057.8	3.197142	0	0	0	0
140	AP1M1	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.6325561	0.5760263	0	0	-16147.07	-15983.82	3.311885	0	0	0	0
141	AP1M1	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium mortiferum"	0.6325561	0.5760263	0	0	93601.7	94112.26	3.311885	0	0	0	0
143	AP2A2	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium mortiferum"	0.155696416	0.141386185	0	0	23088.12296	24094.97124	6.528972996	0	0	0	0
144	AP2B1	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] torques"	0.467032	0.4185804	0	0	-79764.44	-79732.44	0.4923546	0	0	0	0
146	AP2S1	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.8139121	0.7810731	0	0	-4181.875	-4028.862	3.133017	0	0	0	0
147	AP2S1	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.8139121	0.7810731	0	0	372864.4	374613.2	3.133017	0	0	0	0
148	AP3D1	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.1074525	0.04369911	0	0	701.9127	743.9978	0.8537652	0	0	0	0
149	AP3D1	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia obeum"	0.1074525	0.04369911	0	0	-17172.48	-16641.37	0.8537652	0	0	0	0
150	AP3M2	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Lughvirus,Faecalibacterium virus Lugh"	0.2313914	0.2183641	0	0	645768540	645928662	7.611562	0	0	0	0
152	AP4B1	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum"	0.388953789	0.333404134	0	0	-11759.15629	-11288.79395	4.315851016	0	0	0	0
154	AP4S1	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron"	0.5768186	0.5622261	0	0	41376.34	42024.96	4.978132	0	0	0	0
155	AP5B1	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.2205142	0.2073026	0	0	-924954.8	-922100	5.114233	0	0	0	0
156	AP5Z1	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Lughvirus,Faecalibacterium virus Lugh"	0.3894457	0.3790973	0	0	171891982	171968591	3.715967	0	0	0	0
157	APH1A	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum"	0.4515758	0.3791425	0	0	-644387.4	-643755.3	5.799749	0	0	0	0
160	APOL1	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.604963	0.56107	0	0	16200.13	16362.93	3.302647	0	0	0	0
161	APOL1	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium mortiferum"	0.604963	0.56107	0	0	-153260.7	-152751.6	3.302647	0	0	0	0
162	APOL4	"Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae"	0.2390743	0.1990255	0	0	721021534	721776031	8.248847	0	0	0	0
163	APOO	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.7947079	0.7433849	0	0	-9517.195	-9387.393	2.702496	0	0	0	0
164	APOO	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae"	0.7947079	0.7433849	0	0	5234.648	5765.633	2.702496	0	0	0	0
166	AQP1	"Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales"	0.3174084	0.1969511	0	0	-4235756	-4228479	8.193379	0	0	0	0
168	ARAF	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.5399145	0.5240495	0	0	9082220	9085028	5.106716	0	0	0	0
170	ARF1	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.7921072	0.7454374	0	0	891099.9	891338.9	0.4344812	0	0	0	0
172	ARFGEF2	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.6068845	0.5861942	0	0	2132789	2134601	3.245352	0	0	0	0
174	ARFIP2	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.478942763	0.470111284	0	0	-1970220.083	-1967424.884	4.869511302	0	0	0	0
176	ARG1	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.4572805	0.4480818	0	0	-95650.21	-95395.02	5.225221	0	0	0	0
178	ARHGAP12	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium mortiferum"	0.2225043	0.2093265	0	0	-175992.8	-175357.4	4.121809	0	0	0	0
179	ARHGAP18	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.3955486	0.3853037	0	0	286136.1	288105.2	3.580982	0	0	0	0
180	ARHGAP21	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.5120224	0.5037516	0	0	-134513.6	-134268.6	5.138018	0	0	0	0
181	ARHGAP26	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.2515614	0.238876	0	0	-15995.4	-15690.56	6.24167	0	0	0	0
183	ARHGAP45	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium mortiferum"	0.6027374	0.5890387	0	0	32149.88	32571.76	2.736602	0	0	0	0
184	ARHGAP5	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoclostridium,[Clostridium] scindens"	0.3771261	0.3665689	0	0	4494501	4497915	5.377955	0	0	0	0
185	ARHGAP5	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Lughvirus,Faecalibacterium virus Lugh"	0.3771261	0.3665689	0	0	10205450	10318585	5.377955	0	0	0	0
186	ARHGAP8	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Lughvirus,Faecalibacterium virus Lugh"	0.3379258	0.3267042	0	0	21373261	21501330	6.212075	0	0	0	0
187	ARHGDIA	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.4147381	0.3945567	0	0	-44733.24	-44541.52	3.889385	0	0	0	0
189	ARHGEF17	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis"	0.270454	0.2580888	0	0	3258.236	3412.924	5.009076	0	0	0	0
192	ARHGEF6	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium mortiferum"	0.3821157	0.3716431	0	0	29687.82	30428.36	4.804097	0	0	0	0
197	ARL2BP	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.4337121	0.424114	0	0	-15856.22	-15602.42	5.148811	0	0	0	0
198	ARL2BP	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.4337121	0.424114	0	0	339504.2	342402.9	5.148811	0	0	0	0
205	ARPC1A	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.7393417	0.7103797	0	0	39698.66	39878.8	3.654526	0	0	0	0
206	ARPC1A	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.7393417	0.7103797	0	0	491508.4	493565.9	3.654526	0	0	0	0
207	ARPC5	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.3377015	0.3148636	0	0	22064.49	22428.32	0.6462435	0	0	0	0
209	ARSD	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.4367528	0.3741698	0	0	704011.9	707989.7	7.126096	0	0	0	0
211	ASAH2	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae"	0.570504057	0.427338743	0	0	-13758395.85	-13651071.15	6.7157271	0	0	0	0
216	ASNA1	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.557354654	0.517114168	0	0	-5149.814647	-4985.827038	3.357731647	0	0	0	0
217	ASPG	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas"	0.3956566	0.3285073	0	0	-43621.84	-43146.53	4.09433	0	0	0	0
218	ASPG	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae"	0.3956566	0.3285073	0	0	10921.77	11752.6	4.09433	0	0	0	0
219	ASRGL1	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Lughvirus,Faecalibacterium virus Lugh"	0.2589213	0.2463606	0	0	6855108	7020185	7.753172	0	0	0	0
222	ATG101	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum"	0.310518	0.2194543	0	0	-24627.51	-24043.66	5.31852	0	0	0	0
224	ATG2A	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae"	0.3623639	0.3515565	0	0	4374682	4482329	6.735883	0	0	0	0
225	ATG2B	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.4107464	0.400759	0	0	-20687.75	-20438.4	5.105586	0	0	0	0
226	ATG2B	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea longicatena"	0.4107464	0.400759	0	0	99508.43	101601	5.105586	0	0	0	0
227	ATG3	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.5972575	0.5833698	0	0	-35884.29	-35717.13	3.422792	0	0	0	0
228	ATG3	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.5972575	0.5833698	0	0	1589594	1591505	3.422792	0	0	0	0
229	ATG3	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae"	0.5972575	0.5833698	0	0	95021.29	95698.42	3.422792	0	0	0	0
231	ATG4C	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.4130768	0.4031289	0	0	6765677	6768591	5.333744	0	0	0	0
232	ATG5	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.4112082	0.390905	0	0	-131840.8	-131584.5	5.147085	0	0	0	0
233	ATL1	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum"	0.5660201	0.508702	0	0	-13618.88	-13212.88	3.698486	0	0	0	0
